cache_key,cache_hit,order,dataset_index,image_id,image_path,reference_captions,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,seed,split,baseline_clip_score,baseline_siglip_score,delta_clip,delta_siglip,clip_win,siglip_win
fa60df395990d6f0,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",image_specific_caption,Image-specific caption,"Write a caption that would distinguish this exact image from other images of the same general scene. Mention the main subject, the key visible object or action, and one scene-specific detail.","A person in a red shirt carefully places raw burger patties onto a black charcoal grill, with a grassy backyard and a detached grill lid visible nearby.",0.3732234537601471,0.1919035017490387,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.036179959774017334,0.005082517862319946,True,True
6ec4b88a62f64a02,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",foreground_then_background,Foreground then background,"If the image has a clear foreground subject, describe it first with what it is doing or holding. Then add the background scene only as supporting context.","A person is placing raw hamburger patties onto the grill grates of a black charcoal grill. Their hands are positioned over the grill, carefully positioning the patties for cooking.

The background consists of a grassy outdoor area, with the grill situated on the lawn. A metal tool handle lies on the grass nearby, and",0.35735562443733215,0.1758209615945816,54,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.020312130451202393,-0.011000022292137146,True,False
4779fd53c075c269,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",dominant_subject_or_scene,Dominant subject or scene,Decide whether the image is mainly about a dominant foreground subject or a broader scene. Write one caption focused on whichever is more visually important.,"A person carefully places burger patties on a charcoal grill, capturing the focused, hands-on moment of backyard barbecue preparation.",0.337392657995224,0.1562323421239853,19,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.0003491640090942383,-0.03058864176273346,True,False
b58b81c6261e1941,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",people_scene_balance,People-scene balance,"For images with people, describe the visible people only as much as needed, then include the objects, setting, and activity that define the scene.","A person wearing a red shirt and blue jeans is placing raw hamburger patties onto the grill grate of a black, round charcoal grill. The scene is set outdoors on a grassy lawn, with the grill positioned on the ground. A metal tool, likely a grill brush or tongs, rests against the side of the",0.3322769105434418,0.17943716049194336,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,-0.004766583442687988,-0.007383823394775391,False,False
839fcf57b8e9372c,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",avoid_generic_social,Avoid generic social,"Do not summarize the image only as people gathering, eating, shopping, or enjoying an event. Instead, name the visible objects, actions, and setting details that make the scene specific.","- A person wearing a red t-shirt with partial text (“FIR...”) and blue jeans is standing over a black, round charcoal grill.
- The person is actively placing or adjusting two raw, round, pinkish-brown hamburger patties onto the grill grates.
- The grill has a metal handle on its",0.3157063126564026,0.2067093849182129,49,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,-0.021337181329727173,0.01988840103149414,False,True
a56938f565b17af0,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",specific_event_evidence,Specific event evidence,"If the image shows an event or activity, describe the visible evidence for that event: clothing, objects, tools, signs, food, equipment, body actions, or setting.","Based on the visible evidence in the image, the event is a person grilling hamburgers outdoors.

Here is a description of the visible evidence supporting this activity:

*   **Clothing:** The person is wearing casual attire suitable for outdoor cooking: a red t-shirt and blue jeans.
*   **Objects & Food:**",0.30723807215690613,0.1561160385608673,49,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,-0.029805421829223633,-0.03070494532585144,False,False
5d81cfb81bff2c35,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",salient_details_only,Salient details only,"Write one grounded caption using only salient visible details: the main subject, key action, important objects, and setting. Do not list small details unless they help identify the image.",A person in a red shirt and blue jeans is placing raw burger patties onto a black charcoal grill in a grassy backyard.,0.3409712612628937,0.19907541573047638,23,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.003927767276763916,0.01225443184375763,True,True
ea3a9241d98c835b,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",compact_grounded_detail,Compact grounded detail,"Write a compact but specific caption. Include the main subject, visible action, setting, and two or three image-defining details.","A person in a red shirt and jeans places raw burger patties onto a black charcoal grill in a grassy backyard, with a grill lid resting nearby and a metal tool handle visible.",0.3719244599342346,0.18911172449588776,33,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.03488096594810486,0.0022907406091690063,True,True
6ecdb53187d4e44e,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",examples_anchor_caption,Examples anchor caption,"Write one visually grounded caption. Focus on the image-defining anchor, not a generic scene label. For example, prefer 'a man in a suit holding a blue basket in a supermarket aisle' over 'a person shopping', and prefer 'a cluttered table with plates and a salad bowl' over 'people eating together'.",A person in a red shirt placing raw burger patties onto the grates of a black charcoal grill in a grassy backyard.,0.34434810280799866,0.18601202964782715,22,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.0073046088218688965,-0.0008089542388916016,True,False
d628176db01502a2,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",examples_semantic_caution,Examples semantic caution,"Describe concrete visible evidence and use supported scene terms. For example, visible uniforms and equipment can support 'military-style display', but do not infer identities, emotions, or ambiguous object states. Write one specific caption.",Visible evidence of a black kettle-style grill with metal grates and a lid resting on grass supports a 'backyard barbecue setup'.,0.2861731946468353,0.09865337610244751,21,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,-0.050870299339294434,-0.08816760778427124,False,False
ac73bad332e2bb4e,False,0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",caption_for_retrieval,Caption for retrieval,"Write a caption useful for retrieving this image from a large image database. Include the main visible subject, distinctive objects, action, setting, and any clearly visible colors or spatial relations.","A person in a red shirt and blue jeans is placing raw burger patties onto a black charcoal grill in a grassy backyard setting. The grill lid rests nearby on the grass, and the person’s hands are actively positioning the patties on the grates. The scene suggests outdoor cooking, with natural daylight and green grass",0.3833272159099579,0.19187182188034058,55,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.33704349398612976,0.18682098388671875,0.046283721923828125,0.005050837993621826,True,True
c94a6289a1ec5069,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",baseline,Baseline,Describe the image in one concise sentence.,"A bull rider clings on as a powerful black bull bucks wildly in a dusty rodeo arena, surrounded by spectators and yellow chutes.",0.3427976071834564,0.1681913584470749,23,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,0.0,0.0,False,False
ac80fb7a6e8225f4,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",msf_concrete_context,MSF concrete context,"Start with the main visible subject. In the same sentence, describe the subject's visible action, one or two concrete attributes, and the surrounding scene context that helps identify the image.","A black bull with large, curved horns is mid-stride, kicking up dust as it charges forward in a rodeo arena, surrounded by yellow chutes and spectators in cowboy hats.",0.3351048529148102,0.1762019842863083,29,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.00769275426864624,0.008010625839233398,False,True
44273133c62e590b,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",msf_object_relation,MSF object relation,"Describe the image in one sentence by starting with the main subject, then clearly mentioning the visible object they interact with and the scene where the interaction happens.","A bull rider clings to a powerful black bull as it bucks wildly in a dusty rodeo arena, surrounded by yellow chutes and spectators.",0.34342315793037415,0.1673978567123413,24,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,0.0006255507469177246,-0.0007935017347335815,True,False
b87f89674bf86b34,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",msf_no_minor_details,MSF no minor details,"Describe the main subject first, then the visible action and setting. Include only details that make the image more identifiable, and avoid minor appearance details.","The main subject is a large, dark-colored bull with prominent, curved horns, captured mid-stride as it charges forward. It is being ridden by a person in a cowboy hat and shirt, who is holding onto the bull’s back. The visible action is the bull bursting out of a yellow metal gate, kicking up",0.31989794969558716,0.1871155947446823,53,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.022899657487869263,0.018924236297607422,False,True
de10291387a8e321,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",supported_scene_grouping,Supported scene grouping,"Use concrete visible evidence to describe the image, but also use a clear scene-level phrase when the objects, clothing, setting, or activity visibly support it. Avoid unsupported identities or intentions.","The image captures a dynamic moment during a bull riding event, likely at a rodeo. A large, dark-colored bull with prominent, curved horns is in mid-stride, kicking up a cloud of dust as it moves forward with force. The bull’s rider, wearing a cowboy hat, a plaid shirt, and",0.32391324639320374,0.154836505651474,49,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.018884360790252686,-0.013354852795600891,False,False
1945f1dbe398d768,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",careful_semantic_caption,Careful semantic caption,"Write one specific caption using visible subjects, objects, actions, and setting. Use semantic terms such as event, costume, market, meal, sport, or display only when they are clearly supported by the image.","A rider in a cowboy hat and chaps clings to a bucking black bull during a rodeo event, as dust kicks up around them in the arena.",0.32282713055610657,0.150903582572937,27,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.019970476627349854,-0.01728777587413788,False,False
33334cda981e9f57,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",grounded_but_not_literal,Grounded but not literal,"Describe what is visibly present, but do not reduce the image to a literal object list. Group visible evidence into a natural scene description while avoiding guesses about hidden intent.","In a sunlit, dusty arena, a powerful black bull bursts forward with raw energy, its muscular form kicking up clouds of earth as it charges. Its horns, curved and formidable, sweep outward, and its eyes are fixed with intensity. A rider, clad in a cowboy hat and plaid shirt, clings to",0.3011047840118408,0.14854350686073303,51,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.0416928231716156,-0.019647851586341858,False,False
0713b7f1f7ca2615,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",semantic_with_uncertainty_control,Semantic with uncertainty control,"Write a caption that combines visible details with supported scene understanding. Do not confidently name ambiguous object states, identities, or emotions unless they are visually clear.","A rider in a cowboy hat and plaid shirt clings to the back of a powerful black bull as it bursts from a yellow chute, kicking up dust in a rodeo arena, with spectators and other riders visible in the background.",0.352175772190094,0.15844306349754333,41,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,0.009378165006637573,-0.009748294949531555,True,False
e316aa7fc0c92230,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",visual_keyword_sentence,Visual keyword sentence,"Write one fluent caption containing the most important visible nouns, actions, colors, and scene words. Avoid vague mood descriptions and avoid unnecessary minor details.","A cowboy in a black hat and plaid shirt rides a black bull with curved horns as it charges forward in a dusty rodeo arena, surrounded by yellow metal chutes and spectators in cowboy hats.",0.3448977470397949,0.16526083648204803,35,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,0.002100139856338501,-0.0029305219650268555,True,False
5f5823da914b1743,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",siglip_visible_alignment,SigLIP visible alignment,"Write a visually aligned caption. Prioritize concrete visible subjects, objects, actions, colors, spatial relations, and setting over abstract descriptions.","A black bull with large, curved horns is charging forward in a dusty rodeo arena, kicking up dirt as it moves. A rider in a cowboy hat and plaid shirt is mounted on its back, holding on tightly as the bull bucks. The scene is framed by bright yellow metal barriers, with spectators in cowboy hats",0.3349591791629791,0.1667349487543106,56,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.007838428020477295,-0.0014564096927642822,False,False
92b23ed0a1c098b4,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",image_specific_caption,Image-specific caption,"Write a caption that would distinguish this exact image from other images of the same general scene. Mention the main subject, the key visible object or action, and one scene-specific detail.","A powerful black bull, its horns curved like crescents, bucks violently upward with front hooves lifted as it charges out of the chute, kicking up a cloud of dust in the sunlit arena — a rider in a cowboy hat clings desperately to its back, his boot digging into the animal’s flank, while yellow",0.3090929388999939,0.1685025990009308,54,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.033704668283462524,0.000311240553855896,False,True
3b50e08e2ec2c2f6,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",foreground_then_background,Foreground then background,"If the image has a clear foreground subject, describe it first with what it is doing or holding. Then add the background scene only as supporting context.","The central subject is a powerful black bull with large, curved horns, captured mid-stride as it charges forward, kicking up dust from the dirt ground. Its muscular body is tense, and its head is lowered in an aggressive, forward motion, suggesting it is actively bucking or charging during a rodeo event.

In",0.316629558801651,0.16549035906791687,52,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.02616804838180542,-0.00270099937915802,False,False
4a62704d7f72bf20,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",dominant_subject_or_scene,Dominant subject or scene,Decide whether the image is mainly about a dominant foreground subject or a broader scene. Write one caption focused on whichever is more visually important.,"The image is mainly about a dominant foreground subject — the charging bull and its rider.

Caption:  
A powerful black bull bucks wildly as its rider clings on, kicking up dust in a tense, adrenaline-fueled rodeo moment.",0.3337790071964264,0.143485426902771,37,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.00901859998703003,-0.024705931544303894,False,False
fcbdcef1b95bbdb2,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",people_scene_balance,People-scene balance,"For images with people, describe the visible people only as much as needed, then include the objects, setting, and activity that define the scene.","Visible people: A rider in a cowboy hat and plaid shirt is mounted on the bull, holding onto the rope. Other individuals are visible in the background, including spectators seated in bleachers and a man in a white cowboy hat standing near the chute.

Objects: A large, dark-colored bull with prominent horns, a",0.344398558139801,0.1322469264268875,53,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,0.0016009509563446045,-0.03594443202018738,True,False
5d25d7d109414215,False,1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",avoid_generic_social,Avoid generic social,"Do not summarize the image only as people gathering, eating, shopping, or enjoying an event. Instead, name the visible objects, actions, and setting details that make the scene specific.","This is a dynamic, action-filled scene from a rodeo event, specifically a bull riding competition. The visible objects, actions, and setting details that make the scene specific include:

- **The Bull**: A large, dark-colored bull with prominent, curved horns, captured mid-stride as it bucks and leaps forward.",0.336181640625,0.14831355214118958,47,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test,0.3427976071834564,0.1681913584470749,-0.006615966558456421,-0.019877806305885315,False,False
