cache_hit,cache_key,cache_version,caption,caption_len,caption_model,clip_score,dataset_index,generic_flag,image_id,image_path,max_new_tokens,order,prompt_id,prompt_name,prompt_text,reference_captions,seed,siglip_score,split,temperature,top_p,zerocap_best_idx,zerocap_candidates,baseline_clip_score,baseline_siglip_score,delta_clip,delta_siglip,clip_win,siglip_win
False,7f82336a725fa98ab407489ceb2c553651c8a287,clip_siglip_generalization_v1,"A street musician plays an electric guitar for passersby in a lively urban square, captivating a young girl in a pink dress and drawing the attention of nearby diners at an outdoor café.",33,Qwen/Qwen3-VL-8B-Instruct,0.333989530801773,2067,False,2067,results/generalization_100_seed1/samples/images/005_2067.jpg,64,5,baseline,Baseline,Write a caption for this image.,"[""People sitting at tables outside chatting while a musician gets ready to play bass."", ""A man holds a guitar on a busy street while people look on."", ""A little girl is watching a man play guitar on the street."", ""A girl on a city street is looking at a guitar player."", ""A street guitarist is outside a cafe""]",1,0.2306694239377975,test,0.0,,,,0.333989530801773,0.2306694239377975,0.0,0.0,False,False
False,929d3835497f326c4e2d1e23aa53a1e254e6543b,clip_siglip_generalization_v1,"A street musician in a white shirt and black pants plays a yellow electric guitar while standing beside his black amplifier and guitar case on the pavement, drawing the attention of passersby, including a young girl in a pink dress who appears to be singing along, as people sit at outdoor café tables nearby.",54,Qwen/Qwen3-VL-8B-Instruct,0.3491527140140533,2067,False,2067,results/generalization_100_seed1/samples/images/005_2067.jpg,64,5,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""People sitting at tables outside chatting while a musician gets ready to play bass."", ""A man holds a guitar on a busy street while people look on."", ""A little girl is watching a man play guitar on the street."", ""A girl on a city street is looking at a guitar player."", ""A street guitarist is outside a cafe""]",1,0.2687655091285705,test,0.0,,,,0.333989530801773,0.2306694239377975,0.015163183212280273,0.03809608519077301,True,True
False,4660c7c69a17d51db15d6e5bb4a4ebca67537a86,clip_siglip_generalization_v1,"A soccer goalkeeper in a red jersey dives dramatically across the grass, fully extended in an athletic save attempt.",19,Qwen/Qwen3-VL-8B-Instruct,0.3581133484840393,8358,False,8358,results/generalization_100_seed1/samples/images/006_8358.jpg,64,6,baseline,Baseline,Write a caption for this image.,"[""This guy is in midair while wearing a red soccer uniform."", ""A soccer player in a red shirt in diving into the air."", ""A man wearing a red jersey jumps in the air."", ""A soccer player is diving for the ball."", ""A soccer player diving on the field.""]",1,0.2015117853879928,test,0.0,,,,0.3581133484840393,0.2015117853879928,0.0,0.0,False,False
False,0e970a2996424a767c82541eb4c9d17976757956,clip_siglip_generalization_v1,"A soccer goalkeeper, wearing a red jersey with the number 1, black shorts, and gloves, is diving horizontally across a grassy field in an attempt to save a shot, with his body fully extended and feet pointed toward the goal.",40,Qwen/Qwen3-VL-8B-Instruct,0.3411751985549927,8358,False,8358,results/generalization_100_seed1/samples/images/006_8358.jpg,64,6,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""This guy is in midair while wearing a red soccer uniform."", ""A soccer player in a red shirt in diving into the air."", ""A man wearing a red jersey jumps in the air."", ""A soccer player is diving for the ball."", ""A soccer player diving on the field.""]",1,0.1840585023164749,test,0.0,,,,0.3581133484840393,0.2015117853879928,-0.01693814992904663,-0.017453283071517917,False,False
False,3a10b162ae047c7e01be940b63b21a8c13c63b59,clip_siglip_generalization_v1,"Five friends leap joyfully in unison over a vast, cracked salt flat, arms raised as they chase a yellow ball under a clear blue sky.",25,Qwen/Qwen3-VL-8B-Instruct,0.3455493450164795,3863,False,3863,results/generalization_100_seed1/samples/images/007_3863.jpg,64,7,baseline,Baseline,Write a caption for this image.,"[""A group of six people have jumped into the air in the middle of nowhere and one is catching a ball."", ""A group of people are jumping into the air with their arms held high."", ""Six people are jumping in the air, one of them throwing a ball."", ""A group of people in a desert jumping, one throwing a ball."", ""Six people jump for ball.""]",1,0.2227599024772644,test,0.0,,,,0.3455493450164795,0.2227599024772644,0.0,0.0,False,False
False,bb2167e44899b14771211f912f5d80014bfab187,clip_siglip_generalization_v1,"Five people are mid-air, leaping joyfully in unison across a vast, cracked salt flat under a clear blue sky, with a yellow ball suspended above them as if caught in the moment of their synchronized jump.",36,Qwen/Qwen3-VL-8B-Instruct,0.3590656518936157,3863,True,3863,results/generalization_100_seed1/samples/images/007_3863.jpg,64,7,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A group of six people have jumped into the air in the middle of nowhere and one is catching a ball."", ""A group of people are jumping into the air with their arms held high."", ""Six people are jumping in the air, one of them throwing a ball."", ""A group of people in a desert jumping, one throwing a ball."", ""Six people jump for ball.""]",1,0.2002296149730682,test,0.0,,,,0.3455493450164795,0.2227599024772644,0.01351630687713623,-0.022530287504196195,True,False
False,f002b1d4cf94699a94c1c14e73c6aeef531ec87e,clip_siglip_generalization_v1,"Under a draped blue tent, a lively puppet show captivates a group of children and adults, their faces lit with wonder and delight as they watch the colorful marionette perform.",30,Qwen/Qwen3-VL-8B-Instruct,0.2568583488464355,16234,False,16234,results/generalization_100_seed1/samples/images/008_16234.jpg,64,8,baseline,Baseline,Write a caption for this image.,"[""The young child is yelling into the microphone, while other children watch."", ""A young boy vocalizes in to a microphone held by a blond woman in black."", ""A young child is in front of a microphone as other people are watching."", ""Little kid is taking a bit of something from a puppet."", ""A boy yells into a microphone held by a woman.""]",1,0.1890812814235687,test,0.0,,,,0.2568583488464355,0.1890812814235687,0.0,0.0,False,False
False,4025f7e8fc1b531cc20eaca4706acfb76450dd1f,clip_siglip_generalization_v1,"Under a draped blue tent, a young girl in a striped shirt laughs with delight as she watches a puppeteer manipulate a colorful marionette, its strings taut and its face animated, while other children and adults gather around, captivated by the performance.",42,Qwen/Qwen3-VL-8B-Instruct,0.2716355919837951,16234,False,16234,results/generalization_100_seed1/samples/images/008_16234.jpg,64,8,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""The young child is yelling into the microphone, while other children watch."", ""A young boy vocalizes in to a microphone held by a blond woman in black."", ""A young child is in front of a microphone as other people are watching."", ""Little kid is taking a bit of something from a puppet."", ""A boy yells into a microphone held by a woman.""]",1,0.2011082917451858,test,0.0,,,,0.2568583488464355,0.1890812814235687,0.01477724313735962,0.012027010321617099,True,True
False,c5b6e42dda2652684e64108f845b6d3f892880b7,clip_siglip_generalization_v1,"A lively street market scene where locals gather around a vendor’s stall, browsing fresh produce under a striped awning, with a colorful cone adding a pop of vibrancy to the urban backdrop.",32,Qwen/Qwen3-VL-8B-Instruct,0.2709410488605499,24935,False,24935,results/generalization_100_seed1/samples/images/009_24935.jpg,64,9,baseline,Baseline,Write a caption for this image.,"[""A group of shoppers gather at a fresh produce stand in order to make their selections."", ""A group of African Americans gather a street vendor."", ""Customers are waiting to get some food."", ""Hungry people are shopping for food."", ""A line is forming for the food cart.""]",1,0.1499719619750976,test,0.0,,,,0.2709410488605499,0.1499719619750976,0.0,0.0,False,False
False,92149adf00c8483bc468a97ac19f52dd0f35cf4e,clip_siglip_generalization_v1,"A group of people, including a vendor in a blue-and-white checkered apron and several customers, are gathered around a small outdoor food stall on a street corner. The vendor, positioned under a green awning, appears to be serving or arranging food items on a wooden tray. One customer, wearing a yellow head",52,Qwen/Qwen3-VL-8B-Instruct,0.316270112991333,24935,False,24935,results/generalization_100_seed1/samples/images/009_24935.jpg,64,9,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A group of shoppers gather at a fresh produce stand in order to make their selections."", ""A group of African Americans gather a street vendor."", ""Customers are waiting to get some food."", ""Hungry people are shopping for food."", ""A line is forming for the food cart.""]",1,0.1814339458942413,test,0.0,,,,0.2709410488605499,0.1499719619750976,0.04532906413078308,0.031461983919143705,True,True
False,8c81a0d538d05d10b0cda448ead7e1e79aacf5e7,clip_siglip_generalization_v1,"A crowd gathers in a modern gallery, captivated by a large, textured spherical sculpture bathed in dramatic light. Visitors observe, photograph, and discuss the art, creating an atmosphere of curiosity and engagement in the spacious, industrial-style space.",37,Qwen/Qwen3-VL-8B-Instruct,0.3166342675685882,14728,False,14728,results/generalization_100_seed1/samples/images/010_14728.jpg,64,10,baseline,Baseline,Write a caption for this image.,"[""Large group of people in a building looking at a large mostly white color ball being rolled."", ""A group of people stand around a large ball while a gentleman takes a picture."", ""Two older men roll out a huge ball as a crowd watches and takes pictures"", ""A man in a group of people is taking a photo."", ""People photographing exhibits in a museum.""]",1,0.2181242853403091,test,0.0,,,,0.3166342675685882,0.2181242853403091,0.0,0.0,False,False
False,83fc3563e93d8a63d8336e5f6427113c4cd4ef59,clip_siglip_generalization_v1,"A crowd of visitors gathers in a modern, industrial-style gallery space, their attention drawn to a large, textured spherical sculpture positioned near a brightly lit skylight. One man in the foreground, wearing a dark jacket and holding a camera, is actively photographing the artwork, while another man in a light-colored shirt and",52,Qwen/Qwen3-VL-8B-Instruct,0.3632975220680237,14728,False,14728,results/generalization_100_seed1/samples/images/010_14728.jpg,64,10,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""Large group of people in a building looking at a large mostly white color ball being rolled."", ""A group of people stand around a large ball while a gentleman takes a picture."", ""Two older men roll out a huge ball as a crowd watches and takes pictures"", ""A man in a group of people is taking a photo."", ""People photographing exhibits in a museum.""]",1,0.2200223356485366,test,0.0,,,,0.3166342675685882,0.2181242853403091,0.04666325449943548,0.0018980503082275113,True,True
False,21698ca1018e58277b807a400311611f897389bd,clip_siglip_generalization_v1,"Boats glide through a bustling river market, where vendors and locals navigate wooden canoes past colorful stilt houses and lively storefronts.",21,Qwen/Qwen3-VL-8B-Instruct,0.3287833929061889,15474,False,15474,results/generalization_100_seed1/samples/images/011_15474.jpg,64,11,baseline,Baseline,Write a caption for this image.,"[""Three Vietnamese women paddle their boats along the river market in the morning."", ""Three boaters paddle their produce to the market in a Vietnamese fishing village."", ""Villagers paddling their boats to their destination."", ""Canoes travel across the water along side buildings."", ""The people are delivering goods by boat""]",1,0.1707606017589569,test,0.0,,,,0.3287833929061889,0.1707606017589569,0.0,0.0,False,False
False,7d4da8f0d775f43e37a752cdba77c890387b6d3f,clip_siglip_generalization_v1,"On a murky river, three people navigate small wooden boats past a row of stilted shops with Vietnamese signage; one person in a white conical hat paddles a boat laden with green produce, while another rows a similar boat nearby, and a third stands in a boat further back, all moving through the waterway",54,Qwen/Qwen3-VL-8B-Instruct,0.3242121338844299,15474,False,15474,results/generalization_100_seed1/samples/images/011_15474.jpg,64,11,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""Three Vietnamese women paddle their boats along the river market in the morning."", ""Three boaters paddle their produce to the market in a Vietnamese fishing village."", ""Villagers paddling their boats to their destination."", ""Canoes travel across the water along side buildings."", ""The people are delivering goods by boat""]",1,0.2062569558620453,test,0.0,,,,0.3287833929061889,0.1707606017589569,-0.004571259021759033,0.03549635410308838,False,True
False,4bdfd47e8220a3e5fef4b597ad57b14b6be6debc,clip_siglip_generalization_v1,"A street musician plays violin in a vibrant underground station, surrounded by colorful abstract art installations that illuminate the tunnel-like space.",21,Qwen/Qwen3-VL-8B-Instruct,0.3453695774078369,21351,False,21351,results/generalization_100_seed1/samples/images/012_21351.jpg,64,12,baseline,Baseline,Write a caption for this image.,"[""A woman dressed in all black standing in front of colorful picture playing a violin."", ""A woman dressed in black is playing the violin in front of some artwork."", ""A woman in black playing an instrument on the subway platform."", ""A woman on a bright street is playing the violin."", ""A lady performing in a underground train station""]",1,0.232231467962265,test,0.0,,,,0.3453695774078369,0.232231467962265,0.0,0.0,False,False
False,da3ab6fcb67e0215dbda3824bd8159995570f363,clip_siglip_generalization_v1,"A woman in a black outfit stands in a subway station, playing a violin while positioned before a long wall of colorful abstract paintings. A second person walks past in the background, and a small black stool and case rest on the floor near the musician. The scene is illuminated by overhead lights, and the curved ceiling and tiled",59,Qwen/Qwen3-VL-8B-Instruct,0.3519878983497619,21351,False,21351,results/generalization_100_seed1/samples/images/012_21351.jpg,64,12,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A woman dressed in all black standing in front of colorful picture playing a violin."", ""A woman dressed in black is playing the violin in front of some artwork."", ""A woman in black playing an instrument on the subway platform."", ""A woman on a bright street is playing the violin."", ""A lady performing in a underground train station""]",1,0.2713404893875122,test,0.0,,,,0.3453695774078369,0.232231467962265,0.006618320941924993,0.03910902142524722,True,True
False,13ed5d3ccf68b9f86d84d78e42027eb538e63ab2,clip_siglip_generalization_v1,"A majestic tri-colored heron soars gracefully over the water, wings spread wide and legs trailing behind, capturing the essence of nature’s elegance in motion.",24,Qwen/Qwen3-VL-8B-Instruct,0.3332827389240265,12439,False,12439,results/generalization_100_seed1/samples/images/013_12439.jpg,64,13,baseline,Baseline,Write a caption for this image.,"[""A large bird spreading his wings in flight over a body of water."", ""A large gray bird begins to land in the water."", ""A gray bird is flying over the water."", ""A blue bird flying over water."", ""A bird flying over the water.""]",1,0.193241074681282,test,0.0,,,,0.3332827389240265,0.193241074681282,0.0,0.0,False,False
False,ada197e993dc14f2d552a8ca6860de4ade52fbf7,clip_siglip_generalization_v1,"A tricolored heron is captured mid-flight over a calm, greenish body of water, its wings fully extended and legs trailing behind as it glides just above the surface, with a small droplet of water visible near its beak.",38,Qwen/Qwen3-VL-8B-Instruct,0.3356214761734009,12439,False,12439,results/generalization_100_seed1/samples/images/013_12439.jpg,64,13,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A large bird spreading his wings in flight over a body of water."", ""A large gray bird begins to land in the water."", ""A gray bird is flying over the water."", ""A blue bird flying over water."", ""A bird flying over the water.""]",1,0.2130769044160843,test,0.0,,,,0.3332827389240265,0.193241074681282,0.0023387372493743896,0.0198358297348023,True,True
False,d66aec6fa3be86ebb8018f8d7e820d55a1f3b991,clip_siglip_generalization_v1,"Two children playfully wrestle in the sand, laughter and joy filling the sunny outdoor scene.",15,Qwen/Qwen3-VL-8B-Instruct,0.3003557622432709,25844,False,25844,results/generalization_100_seed1/samples/images/014_25844.jpg,64,14,baseline,Baseline,Write a caption for this image.,"[""The two boys, one in orange the other in teal, wrestle in the sand."", ""Two boys are playing in the sand at a playground."", ""Two young boys are wrestling in a sandpit."", ""Two boys wrestle together in the sand."", ""Two boys tussle in the sand at a park.""]",1,0.1814917623996734,test,0.0,,,,0.3003557622432709,0.1814917623996734,0.0,0.0,False,False
False,8708d422c8a454c02d6e2be1bc229091dd27b2ba,clip_siglip_generalization_v1,"A young boy in an orange tie-dye shirt and camouflage shorts is playfully lifting a blonde girl in a teal shirt off the ground in a sandy area, while another child sits nearby on the sand.",36,Qwen/Qwen3-VL-8B-Instruct,0.3746290802955627,25844,False,25844,results/generalization_100_seed1/samples/images/014_25844.jpg,64,14,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""The two boys, one in orange the other in teal, wrestle in the sand."", ""Two boys are playing in the sand at a playground."", ""Two young boys are wrestling in a sandpit."", ""Two boys wrestle together in the sand."", ""Two boys tussle in the sand at a park.""]",1,0.192763090133667,test,0.0,,,,0.3003557622432709,0.1814917623996734,0.07427331805229181,0.011271327733993586,True,True
False,002325524ac98fc0564552e0f1d2ff0e1e226e3f,clip_siglip_generalization_v1,"A young soccer player in a blue uniform stands alone on a gritty field, gazing toward teammates in the distance — a moment of quiet focus before the game begins.",30,Qwen/Qwen3-VL-8B-Instruct,0.3356547057628631,6879,False,6879,results/generalization_100_seed1/samples/images/015_6879.jpg,64,15,baseline,Baseline,Write a caption for this image.,"[""A little boy in a blue soccer uniform walks, approaching a team member from the opposite team."", ""A boy in blue soccer shirt and shorts stands watching two other children play soccer."", ""A little boy with Adidas shorts and soccer cleats waits patiently."", ""A child is standing on the street and looking at some kid."", ""Little boy dressed in blue wearing cleats.""]",1,0.1824628263711929,test,0.0,,,,0.3356547057628631,0.1824628263711929,0.0,0.0,False,False
False,3aecbc10a5885455f395d5c09bb5523d4f22707f,clip_siglip_generalization_v1,"A young boy in a blue soccer uniform stands alone on a gravel surface, his back to the camera, gazing toward other children playing soccer in the distance. His focused posture suggests he is watching the game intently, perhaps waiting for his turn or simply observing. The scene is framed with a shallow depth of field,",56,Qwen/Qwen3-VL-8B-Instruct,0.335106760263443,6879,False,6879,results/generalization_100_seed1/samples/images/015_6879.jpg,64,15,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A little boy in a blue soccer uniform walks, approaching a team member from the opposite team."", ""A boy in blue soccer shirt and shorts stands watching two other children play soccer."", ""A little boy with Adidas shorts and soccer cleats waits patiently."", ""A child is standing on the street and looking at some kid."", ""Little boy dressed in blue wearing cleats.""]",1,0.2296280860900879,test,0.0,,,,0.3356547057628631,0.1824628263711929,-0.0005479454994201105,0.047165259718894986,False,True
False,e7748d077a27fda3954bc9253ab8076c88390732,clip_siglip_generalization_v1,"Children play joyfully in a puddle on a rainy day, with one in a blue raincoat and another in a white shirt and sunglasses, surrounded by parked cars.",28,Qwen/Qwen3-VL-8B-Instruct,0.3705548942089081,3075,False,3075,results/generalization_100_seed1/samples/images/016_3075.jpg,64,16,baseline,Baseline,Write a caption for this image.,"[""A little boy wearing goggles on top of his head, walks through a deep water puddle with long pants on."", ""A small child in blue raincoat and a small child in a white shirt is waling in the rain water."", ""Small children are wading through shallow waters that are flooding the street."", ""People walking in a big puddle."", ""Children walking in the rain.""]",1,0.2195499688386917,test,0.0,,,,0.3705548942089081,0.2195499688386917,0.0,0.0,False,False
False,54b568196743c51a476afc878f4511585147d191,clip_siglip_generalization_v1,"Two young children are wading through a shallow puddle on a wet street, with a beige minivan parked nearby. The child on the left, wearing a blue raincoat with a red belt, looks toward the right. The child on the right, in a white polo shirt and khaki pants, wears large,",51,Qwen/Qwen3-VL-8B-Instruct,0.3701096177101135,3075,False,3075,results/generalization_100_seed1/samples/images/016_3075.jpg,64,16,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A little boy wearing goggles on top of his head, walks through a deep water puddle with long pants on."", ""A small child in blue raincoat and a small child in a white shirt is waling in the rain water."", ""Small children are wading through shallow waters that are flooding the street."", ""People walking in a big puddle."", ""Children walking in the rain.""]",1,0.1824373602867126,test,0.0,,,,0.3705548942089081,0.2195499688386917,-0.00044527649879455566,-0.03711260855197912,False,False
