split_id,order,dataset,source_split,dataset_index,image_id,image_relpath,reference_captions
flickr30k_retrieval_1000_seed2_head,10,flickr30k,test,21945,flickr30k_test_021945,images/flickr30k/flickr30k_test_021945.jpg,"[""A firefighter is walking with his head down on a street corner."", ""A firefighter is looking down from inside a scene."", ""A firefighter is on the street looking down."", ""A firefighter standing near a danger sign."", ""A fireman is looking down at the ground.""]"
flickr30k_retrieval_1000_seed2_head,11,flickr30k,test,27978,flickr30k_test_027978,images/flickr30k/flickr30k_test_027978.jpg,"[""A dirt bike rider wearing a helmet and a pink t-shirt leans into a tight turn on a forest trail."", ""A boy on a dirt bike rides around a curve in the woods while wearing a red t-shirt and helmet."", ""A person in a red shirt is riding a bicycle along a dirt trail."", ""A person wearing a pink shirt, riding a bike on a dirt trail."", ""A person is riding a dirt bike across a dirt covered path.""]"
flickr30k_retrieval_1000_seed2_head,12,flickr30k,test,10097,flickr30k_test_010097,images/flickr30k/flickr30k_test_010097.jpg,"[""An officer stands next to a car on a city street."", ""A cop stands in front of a car on a busy street."", ""A police officer is lighting a cigarette."", ""A policeman stands in front of an SUV."", ""A man walks in the city.""]"
flickr30k_retrieval_1000_seed2_head,13,flickr30k,test,8243,flickr30k_test_008243,images/flickr30k/flickr30k_test_008243.jpg,"[""A small boy wearing a blue and white jacket is sitting on a brick cleaning a woman's shoes while a man with a broom and dustpan watches."", ""A boy is shining the shoe of a woman in a skirt and a pink sweater while a man with a broom and dustpan watches."", ""A woman is getting her shoes shined by a boy while an older man is sweeping up around, in an urban setting."", ""A man carrying a broom and dustpan is watching while a young boy is shining a woman's shoe."", ""A boy shining the woman's shoes as the guy in blue watches while he sweeps the streets.""]"
flickr30k_retrieval_1000_seed2_head,14,flickr30k,test,19855,flickr30k_test_019855,images/flickr30k/flickr30k_test_019855.jpg,"[""Asian man talks on the phone while sitting in a chair and another looks out the window."", ""A man in white on the phone and a man in black sitting back to back in white chairs."", ""A man in a dress shirt is talking on the phone and sitting next to a man in a suit."", ""Two men are sitting back to back in chairs with one talking on a telephone."", ""Two guys sitting in chairs back to back.""]"
flickr30k_retrieval_1000_seed2_head,15,flickr30k,test,6953,flickr30k_test_006953,images/flickr30k/flickr30k_test_006953.jpg,"[""A young girl in a pink skirt and shirt holds a pair of headphones or earmuffs."", ""A little girl in a pink shirt holding headphones in a grassy area."", ""A young girl in a pink shirt is holding a pair of headphones."", ""A little girl holds a pair of headphones on a playground."", ""Girl in a pink dress holding headphones in a park.""]"
flickr30k_retrieval_1000_seed2_head,16,flickr30k,test,19883,flickr30k_test_019883,images/flickr30k/flickr30k_test_019883.jpg,"[""A man wearing dark-colored rain wear and jeans is standing on a wooden walkway and staring at some machinery to his right."", ""A man in raincoat stands in a dry dock next to a ship."", ""What is happening there and he has to go and check it."", ""A man in a green raincoat smoking a cigarette."", ""A workman standing along side a train.""]"
flickr30k_retrieval_1000_seed2_head,17,flickr30k,test,1170,flickr30k_test_001170,images/flickr30k/flickr30k_test_001170.jpg,"[""On a hot day, three small kids sit in a big container filled with water."", ""Three children squeeze into a plastic tub filled with water and play."", ""Three little boys take a bath in a rubber bin on the grass."", ""The little kids sit outdoors in a small tub of water."", ""Kids play in a blue tub full of water outside""]"
flickr30k_retrieval_1000_seed2_head,18,flickr30k,test,19044,flickr30k_test_019044,images/flickr30k/flickr30k_test_019044.jpg,"[""Two young men are standing in front of what appears to be ice or an open court holding long poles."", ""A man in a blue tracksuit and a man in a red sweater prepare to play curling."", ""Two men standing on ice with a score board behind them."", ""Two boys are curling together."", ""Two men at the curling arena.""]"
flickr30k_retrieval_1000_seed2_head,19,flickr30k,test,22323,flickr30k_test_022323,images/flickr30k/flickr30k_test_022323.jpg,"[""Emergency Medical Teams working to help a man involved in an automobile accident."", ""Many people wearing orange, silver, and yellow jackets have a discussion."", ""A scene of several emergency workers responding to an auto accident."", ""A group of power workers at the site of a car crash."", ""Paramedics working at a crash scene.""]"
flickr30k_retrieval_1000_seed2_head,20,flickr30k,test,5189,flickr30k_test_005189,images/flickr30k/flickr30k_test_005189.jpg,"[""A man with a blue breathing mask and bandanna sitting in a chair outside a tent."", ""A man is reclining in a camping chair, smoking a cigarette through a dusk mask."", ""A man smokes a cigarette through a dusk mask while sitting in a chair."", ""A male is sitting in a chair with a blue surgical mask on."", ""A man wearing a face mask sits near a tent and a trailer.""]"
flickr30k_retrieval_1000_seed2_head,21,flickr30k,test,14112,flickr30k_test_014112,images/flickr30k/flickr30k_test_014112.jpg,"[""A barefoot woman in a white skirt and purple shirt is buying something from a cart vendor."", ""A young lady is making a purchase from a man with a push cart."", ""A woman in a purple shirt buying food from a street vendor."", ""Barefoot woman makes purchase from street cart."", ""Girl stopping at a food cart to eat.""]"
flickr30k_retrieval_1000_seed2_head,22,flickr30k,test,20921,flickr30k_test_020921,images/flickr30k/flickr30k_test_020921.jpg,"[""A guy sitting on the grass in a blue tank top and jeans putting up a Badminton net."", ""A young man is sitting on the grass fixing some kind of a sports net."", ""A young man sets in the grass and putts together a tether ball net."", ""A skinny guy sits in the grass fixing a pole to a badminton net."", ""A man sitting on grass outside.""]"
flickr30k_retrieval_1000_seed2_head,23,flickr30k,test,12895,flickr30k_test_012895,images/flickr30k/flickr30k_test_012895.jpg,"[""A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a long-sleeved blue shirt and black pants also using snow walking sticks."", ""Some people are on a snow-covered mountain holding ski poles and wearing backpacks."", ""Two women standing in the snow talking and observing the surroundings"", ""Two women are standing with ski poles in deep snow."", ""Two girls in blue are skiing.""]"
flickr30k_retrieval_1000_seed2_head,24,flickr30k,test,26334,flickr30k_test_026334,images/flickr30k/flickr30k_test_026334.jpg,"[""A man with a black shirt and black protective gear punching another man with a yellow shirt and red protective gear while they practice boxing."", ""Two African-American men are participating in boxing match in which one of the boxers is throwing a punch at his opponent."", ""One boxer attempts to punch his defensive opponent with a fierce expression on his face."", ""Two boxers fight, one dressed in black and blue the other in yellow and red."", ""The boxer hits his opponent in the head with a mighty punch.""]"
flickr30k_retrieval_1000_seed2_head,25,flickr30k,test,23691,flickr30k_test_023691,images/flickr30k/flickr30k_test_023691.jpg,"[""Two men sitting down outside and looking at a magazine picture of a woman in a bikini."", ""Two men in red shirts sitting in chairs on the side of the road behind an open trailer"", ""Looking down, a man and woman sit by a trailer looking at provocative material."", ""Two people in red shirts sitting in chairs outside of a small trailer."", ""Two guys looking at a magazine together outside.""]"
flickr30k_retrieval_1000_seed2_head,26,flickr30k,test,28188,flickr30k_test_028188,images/flickr30k/flickr30k_test_028188.jpg,"[""Two teams of women, one in blue and white and one in green and white, are playing volleyball."", ""Competing girls volleyball players attempt to control the ball in midair."", ""Two women try to block a spike while playing volleyball."", ""There are two teams competing in a women's volleyball game."", ""A game on women volleyball in a gymnasium.""]"
flickr30k_retrieval_1000_seed2_head,27,flickr30k,test,16681,flickr30k_test_016681,images/flickr30k/flickr30k_test_016681.jpg,"[""A woman wearing a brown coat and white scarf is walking a city street."", ""A woman wearing a long brown coat walks away from the sun on a sidewalk."", ""A woman in a brown coat and white scarf is walking on a sidewalk."", ""A woman in sunglasses and a scarf walk down the sidewalk."", ""Woman in a scarf strolls along a sidewalk.""]"
flickr30k_retrieval_1000_seed2_head,28,flickr30k,test,12191,flickr30k_test_012191,images/flickr30k/flickr30k_test_012191.jpg,"[""Several people are preparing to film a scene involving a young schoolgirl and a young schoolboy."", ""A group of adults and children doing some activity on a sidewalk outside."", ""A little girl in a pink jacket is in the middle of the frame."", ""Two little kids are on a production set with seven adults."", ""A boy holds up his paper while men stand around a table.""]"
flickr30k_retrieval_1000_seed2_head,29,flickr30k,test,17831,flickr30k_test_017831,images/flickr30k/flickr30k_test_017831.jpg,"[""A Ford car is making a right turn as 3 males are walking across the street behind the car."", ""A brown car is diving down the street, while people cross at the corner."", ""Three boys in white shirts are walking behind an older model Ford car."", ""An old Ford passes through the street."", ""Old car driving down the road.""]"
flickr30k_retrieval_1000_seed2_head,30,flickr30k,test,30661,flickr30k_test_030661,images/flickr30k/flickr30k_test_030661.jpg,"[""A boy in a blue t-shirt is taking an orange bicycle over a jump in the street."", ""A boy in a blue shirt and shorts jumping a bike with a ramp."", ""Young boy on bicycle jumping off a ramp."", ""Kid in blue shirt doing tricks on a bike"", ""A little boy in blue doing bike jumps.""]"
flickr30k_retrieval_1000_seed2_head,31,flickr30k,test,14576,flickr30k_test_014576,images/flickr30k/flickr30k_test_014576.jpg,"[""A man in the forefront running a marathon while others follow behind and a group spectates."", ""Several men run in a footrace, with the one in a black tank top as the central figure."", ""A man wearing a black shirt and sunglasses is running in a race with other people."", ""A group of people running up a hill."", ""Runners in a marathon going uphill.""]"
flickr30k_retrieval_1000_seed2_head,32,flickr30k,test,16451,flickr30k_test_016451,images/flickr30k/flickr30k_test_016451.jpg,"[""A man standing up in the middle of a filled restaurant where red light fixtures are hanging down from the ceiling."", ""A group of people are sitting in a restaurant looking at a gentlemen that is speaking to them."", ""A man stands up to make a speech at a family gathering."", ""A large group of people are sitting at tables."", ""A man giving a speech in a restaurant.""]"
flickr30k_retrieval_1000_seed2_head,33,flickr30k,test,8789,flickr30k_test_008789,images/flickr30k/flickr30k_test_008789.jpg,"[""On the beach, a woman in a red tank top leans over to look at the yin yang tattoo on another woman's back."", ""A girl in red standing on the sand while the girl in blue scratches her back while sitting on the sand."", ""Three people, tow of them women, are on a beach wearing casual summer clothing."", ""Two women on the beach, looking at a tattoo on one of their backs."", ""Two girls are sitting on the beach having a conversation.""]"
flickr30k_retrieval_1000_seed2_head,34,flickr30k,test,29530,flickr30k_test_029530,images/flickr30k/flickr30k_test_029530.jpg,"[""Two men painting a wall mural with vivid colors of pinks, greens and blue."", ""Two men painting graffiti on a wall."", ""Two men painting a colorful mural."", ""Two men touching up some graffiti."", ""Two men outdoors painting a wall.""]"
flickr30k_retrieval_1000_seed2_head,35,flickr30k,test,1177,flickr30k_test_001177,images/flickr30k/flickr30k_test_001177.jpg,"[""Man wearing a black fedora hat, blue shirt, strumming an electric guitar with rhythm slider on his left pinkie finger."", ""A man in a black hat sits by a tree and plays guitar."", ""A man in a blue shirt and black hat playing guitar."", ""A man in a black shirt and hat plays guitar."", ""A man wearing a fedora playing a guitar.""]"
flickr30k_retrieval_1000_seed2_head,36,flickr30k,test,28542,flickr30k_test_028542,images/flickr30k/flickr30k_test_028542.jpg,"[""A child in a yellow shirt is crushing something in a stone bowl on a table while another child wearing a blue shirt with a rainbow on it who looks like her twin stands against her, looking over her shoulder."", ""Two young children using a mortar and pestle grinding a product down."", ""Two little girls grinding with a mortar and pestle."", ""Two children are crushing something in a bowl."", ""Children are playing with a mortar and pistil""]"
flickr30k_retrieval_1000_seed2_head,37,flickr30k,test,899,flickr30k_test_000899,images/flickr30k/flickr30k_test_000899.jpg,"[""A male adolescent or young teenager is wearing camouflaged shorts or long swim trunks and is upside down over a body of water like a lake or reservoir whose cement walls and graveled top appear in the corner."", ""A boy in swim trunks does a backflip into the ocean while mountains show through the fog behind him."", ""A young boy performs a backflip off a cliff, into the sea."", ""A man jumps into the water on a sunny day."", ""A young male jumping into the water.""]"
flickr30k_retrieval_1000_seed2_head,38,flickr30k,test,11928,flickr30k_test_011928,images/flickr30k/flickr30k_test_011928.jpg,"[""A little kid in the middle of a debris field is kicking a soccer ball."", ""A little boy chasing a ball through his poor city."", ""A little boy is playing ball in a slum-like area."", ""A toddler walking around barefoot in rubble."", ""A child and a man walking in the sand.""]"
flickr30k_retrieval_1000_seed2_head,39,flickr30k,test,15233,flickr30k_test_015233,images/flickr30k/flickr30k_test_015233.jpg,"[""A man sitting on a curb wearing a blue vest and red hat, facing away from the camera."", ""A man in a red hat and blue shirt sits on the curb next to a tree."", ""A man is sitting on a curb by a tree, just outside of a building."", ""A tree limb has fallen across the sidewalk near the pavilion."", ""A man is outside sitting next to a tree and bushes.""]"
flickr30k_retrieval_1000_seed2_head,40,flickr30k,test,30534,flickr30k_test_030534,images/flickr30k/flickr30k_test_030534.jpg,"[""A smiling man and woman cuddled together while posing for a picture."", ""A man and woman sitting in a chair posing for a picture."", ""A young couple snuggling and smiling for the camera."", ""A man and woman cuddle on a chair and look happy."", ""A young couple sitting in a black chair smiling.""]"
flickr30k_retrieval_1000_seed2_head,41,flickr30k,test,10435,flickr30k_test_010435,images/flickr30k/flickr30k_test_010435.jpg,"[""A man and two woman dressed like vampires complete with scary makeup."", ""Three people wearing dark costumes and makeup pose for a picture."", ""Some party goers pose in their costumes at a halloween party."", ""One man and two women dressed in vampire costumes"", ""A man and two women dressed in costumes.""]"
flickr30k_retrieval_1000_seed2_head,42,flickr30k,test,29745,flickr30k_test_029745,images/flickr30k/flickr30k_test_029745.jpg,"[""A bald man monitors a woman at a shooting range, both wearing sound muffling headphones, as she prepares to fire a gun."", ""Wearing sound muffling ear protection and special glasses a woman smiles as she fires a gun while a man looks on."", ""A young woman smiles as she shoots a gun at an indoor target range, as an older man looks on mirthlessly."", ""A man watching as a woman fires a gun with a smile at a firing range."", ""An instructor teaching a woman how to fire a handgun.""]"
flickr30k_retrieval_1000_seed2_head,43,flickr30k,test,12452,flickr30k_test_012452,images/flickr30k/flickr30k_test_012452.jpg,"[""A Rotweiler with a tennis ball in its mouth and a black lab running in the snow."", ""Two black dogs run with a tennis ball across the snowy dirt."", ""Two dogs run through the snow, one with a tennis ball."", ""A black and a black dog are running side by side."", ""Two dogs run in the snow; one has a ball.""]"
flickr30k_retrieval_1000_seed2_head,44,flickr30k,test,13880,flickr30k_test_013880,images/flickr30k/flickr30k_test_013880.jpg,"[""Five people are standing in front of an industrial style building posing for a photograph."", ""Five people wear name tags on a necklace and pose together."", ""A group of 5 people standing wearing name badges"", ""A group of people posing in a concert area."", ""Five people pose for a picture in a gym.""]"
flickr30k_retrieval_1000_seed2_head,45,flickr30k,test,29222,flickr30k_test_029222,images/flickr30k/flickr30k_test_029222.jpg,"[""A wrestler squats atop the corner ropes of a ring, his foe lying on the ground with onlookers watching the match."", ""One wrestler is ready to jump on another from the ropes of a wrestling ring."", ""The wrestler in garish makeup, prepares to body slam his tattooed opponent."", ""A wrestling match is going on while a crowd watches."", ""The image links are broken.""]"
flickr30k_retrieval_1000_seed2_head,46,flickr30k,test,28969,flickr30k_test_028969,images/flickr30k/flickr30k_test_028969.jpg,"[""A single man in black and white stands in the grass near a line of bare trees."", ""An older gentleman enjoys a scenic stroll through the countryside."", ""A man taking a walk in the country."", ""Golf looking out over the course."", ""Amish guy plays golf and walks""]"
flickr30k_retrieval_1000_seed2_head,47,flickr30k,test,17227,flickr30k_test_017227,images/flickr30k/flickr30k_test_017227.jpg,"[""A group of musicians perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair."", ""A group of seven men perform on a stage with microphones and guitars as several young men and women dance and look on."", ""A seven piece band plays on a small crowded stage in front of a person wearing a checkered hooded shirt."", ""There is a man singing and a guy playing guitar in front of a crowd."", ""People at a club talking and listening to the band.""]"
flickr30k_retrieval_1000_seed2_head,48,flickr30k,test,5389,flickr30k_test_005389,images/flickr30k/flickr30k_test_005389.jpg,"[""Several people wearing white mask are holding a banner and signs."", ""A crowd in which some masked men are holding an apparent protest."", ""A group of people are wearing masks and holding up a banner."", ""A group of people in white masks are holding a banner"", ""A bunch of people wearing masks at a protest.""]"
flickr30k_retrieval_1000_seed2_head,49,flickr30k,test,18366,flickr30k_test_018366,images/flickr30k/flickr30k_test_018366.jpg,"[""The brown and white dog is running through the grass."", ""A dog runs in a field with its tongue sticking out."", ""A black and white dog runs on soft green grass."", ""A dog runs on a field with its mouth open."", ""The dog is running on grass.""]"
flickr30k_retrieval_1000_seed2_head,50,flickr30k,test,5814,flickr30k_test_005814,images/flickr30k/flickr30k_test_005814.jpg,"[""A woman in a white bridal dress and ruby red shoes, carrying a white umbrella, stands atop a platform while handing a brochure to a middle-aged female passerby."", ""A woman hands a blue pamphlet to a street performer with blue hair and umbrella wearing a white dress and red shoes."", ""A woman in a white dress with a white umbrellas is giving something to a woman in dark blue."", ""A woman hands something to a street performer dressed in a white gown."", ""A woman is dressed in white and holding another woman's hand.""]"
flickr30k_retrieval_1000_seed2_head,51,flickr30k,test,7737,flickr30k_test_007737,images/flickr30k/flickr30k_test_007737.jpg,"[""A father and his two boys take pose for a photo in a swimming pool."", ""A man and two small children together in a pool."", ""A man with a mustache holds two boys in a pool."", ""Man in swimming pool holding 2 children."", ""A man and two kids standing in a pool.""]"
flickr30k_retrieval_1000_seed2_head,52,flickr30k,test,7556,flickr30k_test_007556,images/flickr30k/flickr30k_test_007556.jpg,"[""A man in mountaineering gear is watching a woman as she scales the side of a rock wall."", ""They enjoy rock climbing these large rocks together."", ""Two rock-climbers scale a rock face."", ""A man and women are rock climbing."", ""A man helping a woman rock climb.""]"
flickr30k_retrieval_1000_seed2_head,53,flickr30k,test,781,flickr30k_test_000781,images/flickr30k/flickr30k_test_000781.jpg,"[""A man wearing a yellow visor, yellow shirt and green shorts is in the air."", ""A man is jumping off of the upper level kitchen in his home."", ""A man in yellow and green shorts jumping in a living room."", ""A man in a yellow shirt is jumping in a living room."", ""A man in a yellow shirt is jumping.""]"
flickr30k_retrieval_1000_seed2_head,54,flickr30k,test,5790,flickr30k_test_005790,images/flickr30k/flickr30k_test_005790.jpg,"[""Boys are competing in a youth soccer game, and as one boy kicks the ball he cant control his leg follow through and kicks his opponent in the face with his soccer cleats, during the match on the green soccer field."", ""A young boy is following through on a kick during a soccer game, while two players on the opposing team challenge."", ""A kid with red socks kicked another kid wearing blue socks in the face while playing soccer."", ""A group of children in soccer uniforms chase after a soccer ball on a grassy field."", ""The boys are on the soccer field playing soccer.""]"
flickr30k_retrieval_1000_seed2_head,55,flickr30k,test,10654,flickr30k_test_010654,images/flickr30k/flickr30k_test_010654.jpg,"[""Several boys play on scooters on a street as a yellow truck is parked nearby."", ""African American children playing in a street in front of a yellow car."", ""Some kids are playing with their skateboards in the street."", ""Children playing in a street on makeshift skateboards."", ""A bunch of people trying to ride down a hill.""]"
flickr30k_retrieval_1000_seed2_head,56,flickr30k,test,5688,flickr30k_test_005688,images/flickr30k/flickr30k_test_005688.jpg,"[""The white dog with pointed ears is running on the dirt."", ""Two white dogs outside on a sunny day."", ""A white dog running on a dirt field"", ""A white dog is running on sand."", ""A dog running in the sand.""]"
flickr30k_retrieval_1000_seed2_head,57,flickr30k,test,4479,flickr30k_test_004479,images/flickr30k/flickr30k_test_004479.jpg,"[""A young girl wearing pink is pushing a green wheelbarrow with a young blond boy in it."", ""A little boy is sitting in a wheel barrel while a girl in pink holds the handles."", ""A young boy rides in a wheelbarrow as a young girl holds the handles."", ""The girl is holding the wheelbarrow while the boy sits inside."", ""A young boy in a green wheel barrel with a girl pushing him.""]"
flickr30k_retrieval_1000_seed2_head,58,flickr30k,test,16717,flickr30k_test_016717,images/flickr30k/flickr30k_test_016717.jpg,"[""One senior citizen sitting, sleeping in a chair or maybe looking beautiful scenery."", ""Ellery male sitting on a wooden chair on the porch viewing the mountains."", ""A man in white pants is sitting in the street on a wooden chair."", ""An old man sits on a terrace in the sun."", ""One man sits alone outside on a chair.""]"
flickr30k_retrieval_1000_seed2_head,59,flickr30k,test,16719,flickr30k_test_016719,images/flickr30k/flickr30k_test_016719.jpg,"[""A man with a camera snaps a photo in a railroad yard while others look on."", ""People stand near train tracks that have a orange train approaching."", ""People stand along a train track and take pictures."", ""Black train and orange train almost collide."", ""People watch as two trains run on tracks.""]"
flickr30k_retrieval_1000_seed2_head,60,flickr30k,test,11786,flickr30k_test_011786,images/flickr30k/flickr30k_test_011786.jpg,"[""A man dressed in camouflage riding a four wheel ATV while towing a girl, who is wearing a blue coat and red hat, through the snow on a sled."", ""A man wearing a camouflage jacket is driving a four wheeler while pulling a little girl wearing a purple coat and pink hat on a sled."", ""A man in a camouflage jacket pulling a little girl in a light purple jacket with pink beanie on a sled through the snow with an ATV."", ""A man is giving his daughter a ride on a sledge with his motorcycle."", ""Man with a small child playing in the snow.""]"
flickr30k_retrieval_1000_seed2_head,61,flickr30k,test,16834,flickr30k_test_016834,images/flickr30k/flickr30k_test_016834.jpg,"[""A guy in a yellow parachute jumpsuit is standing between a row of packed parachutes."", ""A man in a yellow jumpsuit is standing outside next to brown bags on the ground."", ""A man in a yellow jumpsuit stands next to parachuting equipment."", ""Protective padding at the ready for some type of gearing up."", ""A man in a yellow suit is standing front of the crowd.""]"
flickr30k_retrieval_1000_seed2_head,62,flickr30k,test,22101,flickr30k_test_022101,images/flickr30k/flickr30k_test_022101.jpg,"[""Asian people going multiple directions on multiple escalators."", ""A view of people moving up and down on escalators from above."", ""Eight people are on an escalator going up or down."", ""People are going up and down on three escalators."", ""People riding escalators.""]"
flickr30k_retrieval_1000_seed2_head,63,flickr30k,test,18346,flickr30k_test_018346,images/flickr30k/flickr30k_test_018346.jpg,"[""A child approximately 7-10 years of age, dressed in winter clothes, pulls a younger child in a red sled along a snowy street."", ""A boy is pulling a little boy in a red sled through the snow."", ""An older child is pulling a younger one in a sled."", ""Two kids playing with a red sled in the snow."", ""A child pulls a younger boy in a red sled.""]"
flickr30k_retrieval_1000_seed2_head,64,flickr30k,test,5958,flickr30k_test_005958,images/flickr30k/flickr30k_test_005958.jpg,"[""A black and brown dog and a gray poodle sticking its butt in the air on the sand."", ""Two dogs looks at each other while standing on the dirt."", ""There are two dogs playing in the dirt."", ""Two bigs dogs play with each other."", ""Two dogs are playing in the sand.""]"
flickr30k_retrieval_1000_seed2_head,65,flickr30k,test,29280,flickr30k_test_029280,images/flickr30k/flickr30k_test_029280.jpg,"[""Two men in red and blue T-Shirts are playing soccer, with the one in blue shirt trying to snatch the ball from the one in red shirt."", ""Two soccer players are running and kicking a soccer ball at a game."", ""Two soccer players try their hardest to get to the ball."", ""Two men playing soccer against each other."", ""Two men are playing soccer.""]"
flickr30k_retrieval_1000_seed2_head,66,flickr30k,test,14602,flickr30k_test_014602,images/flickr30k/flickr30k_test_014602.jpg,"[""One man wearing a black t-shirt is helping another man, who is wearing a blue shirt, tie his necktie."", ""A man in a black t-shirt is tying the necktie of a man wearing a blue dress shirt."", ""A larger man is putting a tie onto a smaller man."", ""A man making the cravat to his best friend."", ""A father helping his son tie his tie.""]"
flickr30k_retrieval_1000_seed2_head,67,flickr30k,test,26108,flickr30k_test_026108,images/flickr30k/flickr30k_test_026108.jpg,"[""The black dog and brown dog are wrestling in front of the fireplace."", ""The black dog and the brown dog appear to be wrestling."", ""Two dogs wrestling in front of a fireplace"", ""A black and a brown dog are fighting."", ""Two dog wrestling.""]"
flickr30k_retrieval_1000_seed2_head,68,flickr30k,test,13587,flickr30k_test_013587,images/flickr30k/flickr30k_test_013587.jpg,"[""A young boy wearing a blue shirt and a red helmet riding a bike on a sidewalk"", ""A small boy wearing a red helmet rides his bicycle down a patterned path."", ""A toddler rides his little bicycle down a paved path."", ""A young boy in a red helmet bikes through a park."", ""A young boy riding a bike on a brick road""]"
flickr30k_retrieval_1000_seed2_head,69,flickr30k,test,24064,flickr30k_test_024064,images/flickr30k/flickr30k_test_024064.jpg,"[""A woman is walking in the road wearing Ugg boots in front of Hutchesons' grammar school."", ""A blond-haired woman walks in the street across from Hutchesons' Grammar School."", ""A pedestrian is making her way down the street in fuzzy brown boots."", ""A woman in a blue jacket is walking along a road."", ""A woman with blond-hair walks on a road.""]"
