split_id,order,gallery_index,image_id,image_relpath,image_path
flickr30k_retrieval_2000_seed2,22,22,flickr30k_test_020921,images/flickr30k/flickr30k_test_020921.jpg,data/images/flickr30k/flickr30k_test_020921.jpg
flickr30k_retrieval_2000_seed2,23,23,flickr30k_test_012895,images/flickr30k/flickr30k_test_012895.jpg,data/images/flickr30k/flickr30k_test_012895.jpg
flickr30k_retrieval_2000_seed2,24,24,flickr30k_test_026334,images/flickr30k/flickr30k_test_026334.jpg,data/images/flickr30k/flickr30k_test_026334.jpg
flickr30k_retrieval_2000_seed2,25,25,flickr30k_test_023691,images/flickr30k/flickr30k_test_023691.jpg,data/images/flickr30k/flickr30k_test_023691.jpg
flickr30k_retrieval_2000_seed2,26,26,flickr30k_test_028188,images/flickr30k/flickr30k_test_028188.jpg,data/images/flickr30k/flickr30k_test_028188.jpg
flickr30k_retrieval_2000_seed2,27,27,flickr30k_test_016681,images/flickr30k/flickr30k_test_016681.jpg,data/images/flickr30k/flickr30k_test_016681.jpg
flickr30k_retrieval_2000_seed2,28,28,flickr30k_test_012191,images/flickr30k/flickr30k_test_012191.jpg,data/images/flickr30k/flickr30k_test_012191.jpg
flickr30k_retrieval_2000_seed2,29,29,flickr30k_test_017831,images/flickr30k/flickr30k_test_017831.jpg,data/images/flickr30k/flickr30k_test_017831.jpg
flickr30k_retrieval_2000_seed2,30,30,flickr30k_test_030661,images/flickr30k/flickr30k_test_030661.jpg,data/images/flickr30k/flickr30k_test_030661.jpg
flickr30k_retrieval_2000_seed2,31,31,flickr30k_test_014576,images/flickr30k/flickr30k_test_014576.jpg,data/images/flickr30k/flickr30k_test_014576.jpg
flickr30k_retrieval_2000_seed2,32,32,flickr30k_test_016451,images/flickr30k/flickr30k_test_016451.jpg,data/images/flickr30k/flickr30k_test_016451.jpg
flickr30k_retrieval_2000_seed2,33,33,flickr30k_test_008789,images/flickr30k/flickr30k_test_008789.jpg,data/images/flickr30k/flickr30k_test_008789.jpg
flickr30k_retrieval_2000_seed2,34,34,flickr30k_test_029530,images/flickr30k/flickr30k_test_029530.jpg,data/images/flickr30k/flickr30k_test_029530.jpg
flickr30k_retrieval_2000_seed2,35,35,flickr30k_test_001177,images/flickr30k/flickr30k_test_001177.jpg,data/images/flickr30k/flickr30k_test_001177.jpg
flickr30k_retrieval_2000_seed2,36,36,flickr30k_test_028542,images/flickr30k/flickr30k_test_028542.jpg,data/images/flickr30k/flickr30k_test_028542.jpg
flickr30k_retrieval_2000_seed2,37,37,flickr30k_test_000899,images/flickr30k/flickr30k_test_000899.jpg,data/images/flickr30k/flickr30k_test_000899.jpg
flickr30k_retrieval_2000_seed2,38,38,flickr30k_test_011928,images/flickr30k/flickr30k_test_011928.jpg,data/images/flickr30k/flickr30k_test_011928.jpg
flickr30k_retrieval_2000_seed2,39,39,flickr30k_test_015233,images/flickr30k/flickr30k_test_015233.jpg,data/images/flickr30k/flickr30k_test_015233.jpg
flickr30k_retrieval_2000_seed2,40,40,flickr30k_test_030534,images/flickr30k/flickr30k_test_030534.jpg,data/images/flickr30k/flickr30k_test_030534.jpg
flickr30k_retrieval_2000_seed2,41,41,flickr30k_test_010435,images/flickr30k/flickr30k_test_010435.jpg,data/images/flickr30k/flickr30k_test_010435.jpg
flickr30k_retrieval_2000_seed2,42,42,flickr30k_test_029745,images/flickr30k/flickr30k_test_029745.jpg,data/images/flickr30k/flickr30k_test_029745.jpg
flickr30k_retrieval_2000_seed2,43,43,flickr30k_test_012452,images/flickr30k/flickr30k_test_012452.jpg,data/images/flickr30k/flickr30k_test_012452.jpg
flickr30k_retrieval_2000_seed2,44,44,flickr30k_test_013880,images/flickr30k/flickr30k_test_013880.jpg,data/images/flickr30k/flickr30k_test_013880.jpg
flickr30k_retrieval_2000_seed2,45,45,flickr30k_test_029222,images/flickr30k/flickr30k_test_029222.jpg,data/images/flickr30k/flickr30k_test_029222.jpg
flickr30k_retrieval_2000_seed2,46,46,flickr30k_test_028969,images/flickr30k/flickr30k_test_028969.jpg,data/images/flickr30k/flickr30k_test_028969.jpg
flickr30k_retrieval_2000_seed2,47,47,flickr30k_test_017227,images/flickr30k/flickr30k_test_017227.jpg,data/images/flickr30k/flickr30k_test_017227.jpg
flickr30k_retrieval_2000_seed2,48,48,flickr30k_test_005389,images/flickr30k/flickr30k_test_005389.jpg,data/images/flickr30k/flickr30k_test_005389.jpg
flickr30k_retrieval_2000_seed2,49,49,flickr30k_test_018366,images/flickr30k/flickr30k_test_018366.jpg,data/images/flickr30k/flickr30k_test_018366.jpg
flickr30k_retrieval_2000_seed2,50,50,flickr30k_test_005814,images/flickr30k/flickr30k_test_005814.jpg,data/images/flickr30k/flickr30k_test_005814.jpg
flickr30k_retrieval_2000_seed2,51,51,flickr30k_test_007737,images/flickr30k/flickr30k_test_007737.jpg,data/images/flickr30k/flickr30k_test_007737.jpg
flickr30k_retrieval_2000_seed2,52,52,flickr30k_test_007556,images/flickr30k/flickr30k_test_007556.jpg,data/images/flickr30k/flickr30k_test_007556.jpg
flickr30k_retrieval_2000_seed2,53,53,flickr30k_test_000781,images/flickr30k/flickr30k_test_000781.jpg,data/images/flickr30k/flickr30k_test_000781.jpg
flickr30k_retrieval_2000_seed2,54,54,flickr30k_test_005790,images/flickr30k/flickr30k_test_005790.jpg,data/images/flickr30k/flickr30k_test_005790.jpg
flickr30k_retrieval_2000_seed2,55,55,flickr30k_test_010654,images/flickr30k/flickr30k_test_010654.jpg,data/images/flickr30k/flickr30k_test_010654.jpg
flickr30k_retrieval_2000_seed2,56,56,flickr30k_test_005688,images/flickr30k/flickr30k_test_005688.jpg,data/images/flickr30k/flickr30k_test_005688.jpg
flickr30k_retrieval_2000_seed2,57,57,flickr30k_test_004479,images/flickr30k/flickr30k_test_004479.jpg,data/images/flickr30k/flickr30k_test_004479.jpg
flickr30k_retrieval_2000_seed2,58,58,flickr30k_test_016717,images/flickr30k/flickr30k_test_016717.jpg,data/images/flickr30k/flickr30k_test_016717.jpg
flickr30k_retrieval_2000_seed2,59,59,flickr30k_test_016719,images/flickr30k/flickr30k_test_016719.jpg,data/images/flickr30k/flickr30k_test_016719.jpg
flickr30k_retrieval_2000_seed2,60,60,flickr30k_test_011786,images/flickr30k/flickr30k_test_011786.jpg,data/images/flickr30k/flickr30k_test_011786.jpg
flickr30k_retrieval_2000_seed2,61,61,flickr30k_test_016834,images/flickr30k/flickr30k_test_016834.jpg,data/images/flickr30k/flickr30k_test_016834.jpg
flickr30k_retrieval_2000_seed2,62,62,flickr30k_test_022101,images/flickr30k/flickr30k_test_022101.jpg,data/images/flickr30k/flickr30k_test_022101.jpg
flickr30k_retrieval_2000_seed2,63,63,flickr30k_test_018346,images/flickr30k/flickr30k_test_018346.jpg,data/images/flickr30k/flickr30k_test_018346.jpg
flickr30k_retrieval_2000_seed2,64,64,flickr30k_test_005958,images/flickr30k/flickr30k_test_005958.jpg,data/images/flickr30k/flickr30k_test_005958.jpg
flickr30k_retrieval_2000_seed2,65,65,flickr30k_test_029280,images/flickr30k/flickr30k_test_029280.jpg,data/images/flickr30k/flickr30k_test_029280.jpg
flickr30k_retrieval_2000_seed2,66,66,flickr30k_test_014602,images/flickr30k/flickr30k_test_014602.jpg,data/images/flickr30k/flickr30k_test_014602.jpg
flickr30k_retrieval_2000_seed2,67,67,flickr30k_test_026108,images/flickr30k/flickr30k_test_026108.jpg,data/images/flickr30k/flickr30k_test_026108.jpg
flickr30k_retrieval_2000_seed2,68,68,flickr30k_test_013587,images/flickr30k/flickr30k_test_013587.jpg,data/images/flickr30k/flickr30k_test_013587.jpg
flickr30k_retrieval_2000_seed2,69,69,flickr30k_test_024064,images/flickr30k/flickr30k_test_024064.jpg,data/images/flickr30k/flickr30k_test_024064.jpg
flickr30k_retrieval_2000_seed2,70,70,flickr30k_test_017215,images/flickr30k/flickr30k_test_017215.jpg,data/images/flickr30k/flickr30k_test_017215.jpg
flickr30k_retrieval_2000_seed2,71,71,flickr30k_test_029707,images/flickr30k/flickr30k_test_029707.jpg,data/images/flickr30k/flickr30k_test_029707.jpg
flickr30k_retrieval_2000_seed2,72,72,flickr30k_test_029769,images/flickr30k/flickr30k_test_029769.jpg,data/images/flickr30k/flickr30k_test_029769.jpg
flickr30k_retrieval_2000_seed2,73,73,flickr30k_test_024998,images/flickr30k/flickr30k_test_024998.jpg,data/images/flickr30k/flickr30k_test_024998.jpg
flickr30k_retrieval_2000_seed2,74,74,flickr30k_test_011935,images/flickr30k/flickr30k_test_011935.jpg,data/images/flickr30k/flickr30k_test_011935.jpg
flickr30k_retrieval_2000_seed2,75,75,flickr30k_test_025878,images/flickr30k/flickr30k_test_025878.jpg,data/images/flickr30k/flickr30k_test_025878.jpg
flickr30k_retrieval_2000_seed2,76,76,flickr30k_test_019447,images/flickr30k/flickr30k_test_019447.jpg,data/images/flickr30k/flickr30k_test_019447.jpg
flickr30k_retrieval_2000_seed2,77,77,flickr30k_test_011592,images/flickr30k/flickr30k_test_011592.jpg,data/images/flickr30k/flickr30k_test_011592.jpg
flickr30k_retrieval_2000_seed2,78,78,flickr30k_test_011858,images/flickr30k/flickr30k_test_011858.jpg,data/images/flickr30k/flickr30k_test_011858.jpg
flickr30k_retrieval_2000_seed2,79,79,flickr30k_test_028146,images/flickr30k/flickr30k_test_028146.jpg,data/images/flickr30k/flickr30k_test_028146.jpg
flickr30k_retrieval_2000_seed2,80,80,flickr30k_test_014606,images/flickr30k/flickr30k_test_014606.jpg,data/images/flickr30k/flickr30k_test_014606.jpg
flickr30k_retrieval_2000_seed2,81,81,flickr30k_test_005281,images/flickr30k/flickr30k_test_005281.jpg,data/images/flickr30k/flickr30k_test_005281.jpg
flickr30k_retrieval_2000_seed2,82,82,flickr30k_test_024707,images/flickr30k/flickr30k_test_024707.jpg,data/images/flickr30k/flickr30k_test_024707.jpg
flickr30k_retrieval_2000_seed2,83,83,flickr30k_test_013102,images/flickr30k/flickr30k_test_013102.jpg,data/images/flickr30k/flickr30k_test_013102.jpg
flickr30k_retrieval_2000_seed2,84,84,flickr30k_test_023434,images/flickr30k/flickr30k_test_023434.jpg,data/images/flickr30k/flickr30k_test_023434.jpg
flickr30k_retrieval_2000_seed2,85,85,flickr30k_test_024202,images/flickr30k/flickr30k_test_024202.jpg,data/images/flickr30k/flickr30k_test_024202.jpg
flickr30k_retrieval_2000_seed2,86,86,flickr30k_test_015119,images/flickr30k/flickr30k_test_015119.jpg,data/images/flickr30k/flickr30k_test_015119.jpg
flickr30k_retrieval_2000_seed2,87,87,flickr30k_test_021460,images/flickr30k/flickr30k_test_021460.jpg,data/images/flickr30k/flickr30k_test_021460.jpg
flickr30k_retrieval_2000_seed2,88,88,flickr30k_test_017378,images/flickr30k/flickr30k_test_017378.jpg,data/images/flickr30k/flickr30k_test_017378.jpg
flickr30k_retrieval_2000_seed2,89,89,flickr30k_test_008188,images/flickr30k/flickr30k_test_008188.jpg,data/images/flickr30k/flickr30k_test_008188.jpg
flickr30k_retrieval_2000_seed2,90,90,flickr30k_test_016056,images/flickr30k/flickr30k_test_016056.jpg,data/images/flickr30k/flickr30k_test_016056.jpg
flickr30k_retrieval_2000_seed2,91,91,flickr30k_test_009145,images/flickr30k/flickr30k_test_009145.jpg,data/images/flickr30k/flickr30k_test_009145.jpg
flickr30k_retrieval_2000_seed2,92,92,flickr30k_test_030304,images/flickr30k/flickr30k_test_030304.jpg,data/images/flickr30k/flickr30k_test_030304.jpg
flickr30k_retrieval_2000_seed2,93,93,flickr30k_test_016320,images/flickr30k/flickr30k_test_016320.jpg,data/images/flickr30k/flickr30k_test_016320.jpg
flickr30k_retrieval_2000_seed2,94,94,flickr30k_test_016411,images/flickr30k/flickr30k_test_016411.jpg,data/images/flickr30k/flickr30k_test_016411.jpg
flickr30k_retrieval_2000_seed2,95,95,flickr30k_test_016888,images/flickr30k/flickr30k_test_016888.jpg,data/images/flickr30k/flickr30k_test_016888.jpg
flickr30k_retrieval_2000_seed2,96,96,flickr30k_test_027247,images/flickr30k/flickr30k_test_027247.jpg,data/images/flickr30k/flickr30k_test_027247.jpg
flickr30k_retrieval_2000_seed2,97,97,flickr30k_test_026090,images/flickr30k/flickr30k_test_026090.jpg,data/images/flickr30k/flickr30k_test_026090.jpg
flickr30k_retrieval_2000_seed2,98,98,flickr30k_test_011597,images/flickr30k/flickr30k_test_011597.jpg,data/images/flickr30k/flickr30k_test_011597.jpg
flickr30k_retrieval_2000_seed2,99,99,flickr30k_test_021682,images/flickr30k/flickr30k_test_021682.jpg,data/images/flickr30k/flickr30k_test_021682.jpg
flickr30k_retrieval_2000_seed2,100,100,flickr30k_test_028929,images/flickr30k/flickr30k_test_028929.jpg,data/images/flickr30k/flickr30k_test_028929.jpg
flickr30k_retrieval_2000_seed2,101,101,flickr30k_test_014899,images/flickr30k/flickr30k_test_014899.jpg,data/images/flickr30k/flickr30k_test_014899.jpg
flickr30k_retrieval_2000_seed2,102,102,flickr30k_test_029481,images/flickr30k/flickr30k_test_029481.jpg,data/images/flickr30k/flickr30k_test_029481.jpg
flickr30k_retrieval_2000_seed2,103,103,flickr30k_test_029595,images/flickr30k/flickr30k_test_029595.jpg,data/images/flickr30k/flickr30k_test_029595.jpg
flickr30k_retrieval_2000_seed2,104,104,flickr30k_test_015106,images/flickr30k/flickr30k_test_015106.jpg,data/images/flickr30k/flickr30k_test_015106.jpg
flickr30k_retrieval_2000_seed2,105,105,flickr30k_test_011494,images/flickr30k/flickr30k_test_011494.jpg,data/images/flickr30k/flickr30k_test_011494.jpg
flickr30k_retrieval_2000_seed2,106,106,flickr30k_test_018602,images/flickr30k/flickr30k_test_018602.jpg,data/images/flickr30k/flickr30k_test_018602.jpg
flickr30k_retrieval_2000_seed2,107,107,flickr30k_test_023785,images/flickr30k/flickr30k_test_023785.jpg,data/images/flickr30k/flickr30k_test_023785.jpg
flickr30k_retrieval_2000_seed2,108,108,flickr30k_test_030157,images/flickr30k/flickr30k_test_030157.jpg,data/images/flickr30k/flickr30k_test_030157.jpg
flickr30k_retrieval_2000_seed2,109,109,flickr30k_test_018270,images/flickr30k/flickr30k_test_018270.jpg,data/images/flickr30k/flickr30k_test_018270.jpg
flickr30k_retrieval_2000_seed2,110,110,flickr30k_test_023716,images/flickr30k/flickr30k_test_023716.jpg,data/images/flickr30k/flickr30k_test_023716.jpg
flickr30k_retrieval_2000_seed2,111,111,flickr30k_test_014960,images/flickr30k/flickr30k_test_014960.jpg,data/images/flickr30k/flickr30k_test_014960.jpg
flickr30k_retrieval_2000_seed2,112,112,flickr30k_test_015945,images/flickr30k/flickr30k_test_015945.jpg,data/images/flickr30k/flickr30k_test_015945.jpg
flickr30k_retrieval_2000_seed2,113,113,flickr30k_test_021590,images/flickr30k/flickr30k_test_021590.jpg,data/images/flickr30k/flickr30k_test_021590.jpg
flickr30k_retrieval_2000_seed2,114,114,flickr30k_test_007268,images/flickr30k/flickr30k_test_007268.jpg,data/images/flickr30k/flickr30k_test_007268.jpg
flickr30k_retrieval_2000_seed2,115,115,flickr30k_test_030821,images/flickr30k/flickr30k_test_030821.jpg,data/images/flickr30k/flickr30k_test_030821.jpg
flickr30k_retrieval_2000_seed2,116,116,flickr30k_test_010638,images/flickr30k/flickr30k_test_010638.jpg,data/images/flickr30k/flickr30k_test_010638.jpg
flickr30k_retrieval_2000_seed2,117,117,flickr30k_test_026695,images/flickr30k/flickr30k_test_026695.jpg,data/images/flickr30k/flickr30k_test_026695.jpg
flickr30k_retrieval_2000_seed2,118,118,flickr30k_test_022923,images/flickr30k/flickr30k_test_022923.jpg,data/images/flickr30k/flickr30k_test_022923.jpg
flickr30k_retrieval_2000_seed2,119,119,flickr30k_test_027362,images/flickr30k/flickr30k_test_027362.jpg,data/images/flickr30k/flickr30k_test_027362.jpg
flickr30k_retrieval_2000_seed2,120,120,flickr30k_test_005441,images/flickr30k/flickr30k_test_005441.jpg,data/images/flickr30k/flickr30k_test_005441.jpg
flickr30k_retrieval_2000_seed2,121,121,flickr30k_test_028727,images/flickr30k/flickr30k_test_028727.jpg,data/images/flickr30k/flickr30k_test_028727.jpg
flickr30k_retrieval_2000_seed2,122,122,flickr30k_test_029751,images/flickr30k/flickr30k_test_029751.jpg,data/images/flickr30k/flickr30k_test_029751.jpg
flickr30k_retrieval_2000_seed2,123,123,flickr30k_test_020196,images/flickr30k/flickr30k_test_020196.jpg,data/images/flickr30k/flickr30k_test_020196.jpg
flickr30k_retrieval_2000_seed2,124,124,flickr30k_test_008786,images/flickr30k/flickr30k_test_008786.jpg,data/images/flickr30k/flickr30k_test_008786.jpg
flickr30k_retrieval_2000_seed2,125,125,flickr30k_test_025329,images/flickr30k/flickr30k_test_025329.jpg,data/images/flickr30k/flickr30k_test_025329.jpg
flickr30k_retrieval_2000_seed2,126,126,flickr30k_test_029864,images/flickr30k/flickr30k_test_029864.jpg,data/images/flickr30k/flickr30k_test_029864.jpg
flickr30k_retrieval_2000_seed2,127,127,flickr30k_test_015720,images/flickr30k/flickr30k_test_015720.jpg,data/images/flickr30k/flickr30k_test_015720.jpg
flickr30k_retrieval_2000_seed2,128,128,flickr30k_test_010143,images/flickr30k/flickr30k_test_010143.jpg,data/images/flickr30k/flickr30k_test_010143.jpg
flickr30k_retrieval_2000_seed2,129,129,flickr30k_test_009938,images/flickr30k/flickr30k_test_009938.jpg,data/images/flickr30k/flickr30k_test_009938.jpg
flickr30k_retrieval_2000_seed2,130,130,flickr30k_test_026190,images/flickr30k/flickr30k_test_026190.jpg,data/images/flickr30k/flickr30k_test_026190.jpg
flickr30k_retrieval_2000_seed2,131,131,flickr30k_test_023140,images/flickr30k/flickr30k_test_023140.jpg,data/images/flickr30k/flickr30k_test_023140.jpg
flickr30k_retrieval_2000_seed2,132,132,flickr30k_test_027232,images/flickr30k/flickr30k_test_027232.jpg,data/images/flickr30k/flickr30k_test_027232.jpg
flickr30k_retrieval_2000_seed2,133,133,flickr30k_test_016523,images/flickr30k/flickr30k_test_016523.jpg,data/images/flickr30k/flickr30k_test_016523.jpg
flickr30k_retrieval_2000_seed2,134,134,flickr30k_test_018421,images/flickr30k/flickr30k_test_018421.jpg,data/images/flickr30k/flickr30k_test_018421.jpg
flickr30k_retrieval_2000_seed2,135,135,flickr30k_test_016965,images/flickr30k/flickr30k_test_016965.jpg,data/images/flickr30k/flickr30k_test_016965.jpg
flickr30k_retrieval_2000_seed2,136,136,flickr30k_test_016625,images/flickr30k/flickr30k_test_016625.jpg,data/images/flickr30k/flickr30k_test_016625.jpg
flickr30k_retrieval_2000_seed2,137,137,flickr30k_test_021345,images/flickr30k/flickr30k_test_021345.jpg,data/images/flickr30k/flickr30k_test_021345.jpg
flickr30k_retrieval_2000_seed2,138,138,flickr30k_test_020178,images/flickr30k/flickr30k_test_020178.jpg,data/images/flickr30k/flickr30k_test_020178.jpg
flickr30k_retrieval_2000_seed2,139,139,flickr30k_test_019265,images/flickr30k/flickr30k_test_019265.jpg,data/images/flickr30k/flickr30k_test_019265.jpg
flickr30k_retrieval_2000_seed2,140,140,flickr30k_test_013325,images/flickr30k/flickr30k_test_013325.jpg,data/images/flickr30k/flickr30k_test_013325.jpg
flickr30k_retrieval_2000_seed2,141,141,flickr30k_test_010218,images/flickr30k/flickr30k_test_010218.jpg,data/images/flickr30k/flickr30k_test_010218.jpg
flickr30k_retrieval_2000_seed2,142,142,flickr30k_test_023951,images/flickr30k/flickr30k_test_023951.jpg,data/images/flickr30k/flickr30k_test_023951.jpg
flickr30k_retrieval_2000_seed2,143,143,flickr30k_test_006809,images/flickr30k/flickr30k_test_006809.jpg,data/images/flickr30k/flickr30k_test_006809.jpg
flickr30k_retrieval_2000_seed2,144,144,flickr30k_test_016020,images/flickr30k/flickr30k_test_016020.jpg,data/images/flickr30k/flickr30k_test_016020.jpg
flickr30k_retrieval_2000_seed2,145,145,flickr30k_test_016773,images/flickr30k/flickr30k_test_016773.jpg,data/images/flickr30k/flickr30k_test_016773.jpg
flickr30k_retrieval_2000_seed2,146,146,flickr30k_test_012012,images/flickr30k/flickr30k_test_012012.jpg,data/images/flickr30k/flickr30k_test_012012.jpg
flickr30k_retrieval_2000_seed2,147,147,flickr30k_test_030610,images/flickr30k/flickr30k_test_030610.jpg,data/images/flickr30k/flickr30k_test_030610.jpg
flickr30k_retrieval_2000_seed2,148,148,flickr30k_test_022420,images/flickr30k/flickr30k_test_022420.jpg,data/images/flickr30k/flickr30k_test_022420.jpg
flickr30k_retrieval_2000_seed2,149,149,flickr30k_test_020423,images/flickr30k/flickr30k_test_020423.jpg,data/images/flickr30k/flickr30k_test_020423.jpg
flickr30k_retrieval_2000_seed2,150,150,flickr30k_test_028903,images/flickr30k/flickr30k_test_028903.jpg,data/images/flickr30k/flickr30k_test_028903.jpg
flickr30k_retrieval_2000_seed2,151,151,flickr30k_test_002469,images/flickr30k/flickr30k_test_002469.jpg,data/images/flickr30k/flickr30k_test_002469.jpg
flickr30k_retrieval_2000_seed2,152,152,flickr30k_test_025699,images/flickr30k/flickr30k_test_025699.jpg,data/images/flickr30k/flickr30k_test_025699.jpg
flickr30k_retrieval_2000_seed2,153,153,flickr30k_test_026882,images/flickr30k/flickr30k_test_026882.jpg,data/images/flickr30k/flickr30k_test_026882.jpg
flickr30k_retrieval_2000_seed2,154,154,flickr30k_test_011188,images/flickr30k/flickr30k_test_011188.jpg,data/images/flickr30k/flickr30k_test_011188.jpg
flickr30k_retrieval_2000_seed2,155,155,flickr30k_test_023787,images/flickr30k/flickr30k_test_023787.jpg,data/images/flickr30k/flickr30k_test_023787.jpg
flickr30k_retrieval_2000_seed2,156,156,flickr30k_test_000275,images/flickr30k/flickr30k_test_000275.jpg,data/images/flickr30k/flickr30k_test_000275.jpg
flickr30k_retrieval_2000_seed2,157,157,flickr30k_test_029741,images/flickr30k/flickr30k_test_029741.jpg,data/images/flickr30k/flickr30k_test_029741.jpg
flickr30k_retrieval_2000_seed2,158,158,flickr30k_test_026707,images/flickr30k/flickr30k_test_026707.jpg,data/images/flickr30k/flickr30k_test_026707.jpg
flickr30k_retrieval_2000_seed2,159,159,flickr30k_test_006271,images/flickr30k/flickr30k_test_006271.jpg,data/images/flickr30k/flickr30k_test_006271.jpg
flickr30k_retrieval_2000_seed2,160,160,flickr30k_test_024405,images/flickr30k/flickr30k_test_024405.jpg,data/images/flickr30k/flickr30k_test_024405.jpg
flickr30k_retrieval_2000_seed2,161,161,flickr30k_test_003478,images/flickr30k/flickr30k_test_003478.jpg,data/images/flickr30k/flickr30k_test_003478.jpg
flickr30k_retrieval_2000_seed2,162,162,flickr30k_test_001925,images/flickr30k/flickr30k_test_001925.jpg,data/images/flickr30k/flickr30k_test_001925.jpg
flickr30k_retrieval_2000_seed2,163,163,flickr30k_test_018822,images/flickr30k/flickr30k_test_018822.jpg,data/images/flickr30k/flickr30k_test_018822.jpg
flickr30k_retrieval_2000_seed2,164,164,flickr30k_test_021394,images/flickr30k/flickr30k_test_021394.jpg,data/images/flickr30k/flickr30k_test_021394.jpg
flickr30k_retrieval_2000_seed2,165,165,flickr30k_test_001602,images/flickr30k/flickr30k_test_001602.jpg,data/images/flickr30k/flickr30k_test_001602.jpg
flickr30k_retrieval_2000_seed2,166,166,flickr30k_test_008948,images/flickr30k/flickr30k_test_008948.jpg,data/images/flickr30k/flickr30k_test_008948.jpg
flickr30k_retrieval_2000_seed2,167,167,flickr30k_test_019388,images/flickr30k/flickr30k_test_019388.jpg,data/images/flickr30k/flickr30k_test_019388.jpg
flickr30k_retrieval_2000_seed2,168,168,flickr30k_test_007425,images/flickr30k/flickr30k_test_007425.jpg,data/images/flickr30k/flickr30k_test_007425.jpg
flickr30k_retrieval_2000_seed2,169,169,flickr30k_test_022363,images/flickr30k/flickr30k_test_022363.jpg,data/images/flickr30k/flickr30k_test_022363.jpg
flickr30k_retrieval_2000_seed2,170,170,flickr30k_test_028688,images/flickr30k/flickr30k_test_028688.jpg,data/images/flickr30k/flickr30k_test_028688.jpg
flickr30k_retrieval_2000_seed2,171,171,flickr30k_test_030010,images/flickr30k/flickr30k_test_030010.jpg,data/images/flickr30k/flickr30k_test_030010.jpg
