split_id,method_id,run_id,order,dataset_index,image_id,image_relpath,reference_captions,prompt_id,prompt_name,prompt_text,caption,candidate_id,selected,model,temperature,top_p,max_new_tokens,generation_config,clip_score,siglip_score,caption_len,generic_flag
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,65,9495,flickr30k_test_009495,images/flickr30k/flickr30k_test_009495.jpg,"[""A woman with a yellow \""Miller\"" bag has her hand on a seated man, while another woman with the same type yellow \""Miller\"" bag is standing close to them."", ""A man and two women talk while looking at his reflection in the mirror."", ""A woman with a yellow shoulder bag gives a man a massage."", ""Two girls with yellow bags hanging out at a bar."", ""A bar with 2 girls and a man sitting on a table""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Woman with yellow bag stands near man in dark jacket.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.2681790888309479,0.13899680972099304,10,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,72,30218,flickr30k_test_030218,images/flickr30k/flickr30k_test_030218.jpg,"[""An older, bearded man play a small metal whistle while holding an oboe in his arm on a city street in font of a store window."", ""A bearded man, dressed in jeans and a jacket, is preparing to play a flute instrument on the sidewalk."", ""A man in a gray sweater and blue jeans, playing a flute along a street."", ""An old bearded man plays a hand flute on the side of a sidewalk."", ""An old man playing a musical instrument at a city sidewalk.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Bearded man in brown jacket plays flute on sidewalk near building.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.3282187879085541,0.21992075443267822,11,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,76,20622,flickr30k_test_020622,images/flickr30k/flickr30k_test_020622.jpg,"[""A worker with a white hard-hat is at the bottom landing of an exterior fire escape and is struggling to work with the edge of a large yellow sign."", ""A man with a white hard hat with a black logo in the front of the hat holding part of a sign with numbers on it, while standing on a balcony."", ""A man in a white baseball hat takes down a banner hanging from a fire escape."", ""A man taking down a banner from the fire escape of a building."", ""A man putting up a banner from the fire escape.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.","Man in white cap climbs black metal fire escape near ""CHIPS"" sign.",0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.31306642293930054,0.1795828938484192,12,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,88,16636,flickr30k_test_016636,images/flickr30k/flickr30k_test_016636.jpg,"[""A young girl in a blue skirt, walking down a stony path."", ""Little girl in blue skirt standing by big gray rock."", ""A little girl with blue dress comes home from school"", ""A small girl is going to the school."", ""A young child standing by rocks.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Child in pink sweater and blue skirt stands on rocky path.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.3675418794155121,0.21315138041973114,11,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,89,27198,flickr30k_test_027198,images/flickr30k/flickr30k_test_027198.jpg,"[""Three teenagers, two without shoes having a water gun fight with various types of guns trying to spray each other."", ""Three teenage boys blast each other with water guns in an open field."", ""Two boys getting shot by a water gun by another boy in a yard."", ""Three male teenagers are playing in a field with water guns."", ""Three boys in the middle of a squirt gun battle.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Man in black shirt runs while holding water gun on grass.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.3294985294342041,0.1494993269443512,11,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,92,6220,flickr30k_test_006220,images/flickr30k/flickr30k_test_006220.jpg,"[""A crowded and active city street in Asia, with stores and billboards lining the street."", ""A busy street during the daytime in an asian city."", ""A crowd of people walking on a sidewalk in a city."", ""City in japan with crowded streets of people"", ""This asian city is very busy.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Crowd of people walking under bright neon signs in busy street.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.2944812774658203,0.1729547381401062,11,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,103,27960,flickr30k_test_027960,images/flickr30k/flickr30k_test_027960.jpg,"[""4 youngsters line up for a sprint race, while 2 other youths look on while wearing footballs jerseys."", ""Several teens are starting a race as older students observe the action."", ""Four boys standing outside begin to run while two others watch on."", ""Four young boys line up at the starting line to run a race"", ""Several children are participating in some sort of race.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Three boys in white jerseys run with a green ball on a dirt field.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.29061245918273926,0.13283900916576385,14,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,112,5669,flickr30k_test_005669,images/flickr30k/flickr30k_test_005669.jpg,"[""Several young people adults sit around while a middle-eastern band prepares to play keyboard, drums, violin and a mandolin."", ""An audience listens to a band play as colorful lights light the scene."", ""A man playing an instrument while others sit at a table and watch."", ""A small band performing for people in a nightclub."", ""A group of people enjoying an intimate concert.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Woman with red hair sits near man playing guitar on stage.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.2775222361087799,0.09643545746803284,11,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,113,12029,flickr30k_test_012029,images/flickr30k/flickr30k_test_012029.jpg,"[""Four ferry boats are docked at a visitor's center with passengers waiting to board."", ""People congregate on a platform in a river among decorated boats."", ""People are gathered on a platform in water for a ceremony."", ""A group of people waiting to ride boats."", ""People wait to board boats.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Several people board a floating temple near a stone embankment.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.32941871881484985,0.17684119939804077,10,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,118,22101,flickr30k_test_022101,images/flickr30k/flickr30k_test_022101.jpg,"[""Asian people going multiple directions on multiple escalators."", ""A view of people moving up and down on escalators from above."", ""Eight people are on an escalator going up or down."", ""People are going up and down on three escalators."", ""People riding escalators.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Several people on escalators moving upward in a building.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.31060683727264404,0.18781258165836334,9,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,126,25508,flickr30k_test_025508,images/flickr30k/flickr30k_test_025508.jpg,"[""A man in an orange shirt does a flip off a sand dune in the desert."", ""A young boy is doing a cannon ball outside near the desert sand."", ""Man in t-shirt and shorts doing a backflip on a sand hill."", ""A man is doing a flip in the air off of a sand dune."", ""A boy doing a back flip off of a sand dune.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Person in orange shorts mid-flip above sand dune under blue sky.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.33765217661857605,0.1944550722837448,11,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,135,15378,flickr30k_test_015378,images/flickr30k/flickr30k_test_015378.jpg,"[""The man in the red shirt and the woman with the white bag are conversing."", ""A man in a red shirt is interacting with a woman holding a shopping bag."", ""A woman is purchasing items from the man in the red shirt's yard sale."", ""An older man in a black hat and red shirt is talking with a woman."", ""A woman in a black shirt is holding a plastic bag.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Man in red shirt and black hat examines items near woman holding plastic bag.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.29885613918304443,0.2651049494743347,14,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,140,20146,flickr30k_test_020146,images/flickr30k/flickr30k_test_020146.jpg,"[""The blond girl is opening her drink as she speaks to the person with her."", ""A girl opening her bottled drink while having lunch with a friend."", ""A girl in a black jacket sitting on a ledge talking to someone."", ""Two people sitting on a cement bench chatting over lunch."", ""A woman is sitting in a marble ledge.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.",Woman in black jacket sits on stone ledge holding bottle.,0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.29966050386428833,0.14870700240135193,10,False
flickr30k_main_seed1_train,textgrad_clip,textgrad_clip__textgrad_16745112b6,141,19437,flickr30k_test_019437,images/flickr30k/flickr30k_test_019437.jpg,"[""A woman walks past a garage door that says \""no parking any time.\"""", ""A young woman in a denim skit waking in front of a garage."", ""Woman in a black dress walking passed a no parking zone."", ""A woman in a short dress standing by a No Parking sign."", ""A young woman walking by a rolling door.""]",textgrad_16745112b6,TextGrad Step 3,"Write exactly one literal, factual sentence (8–14 words) describing only visible content in the image. Preferred concise template: Primary subject + one or two high‑signal attribute(s) + action/pose + location/nearby object. High‑signal attributes = specific object type (e.g., fountain, electric guitar), visible color/pattern, clear count (two, three), clothing/accessory, or legible text/logo. Require at least one high‑signal token and permit a second when clearly visible. Place at least one high‑signal token within the first three words (e.g., subject immediately followed by attribute: “woman red bicycle …”). Keep attribute and noun adjacent (prefer “red bicycle” not “bicycle that is red”) and favor compact, noun‑rich phrasing; avoid filler words and adverbs. If text/logo is legible, include the exact text verbatim as a high‑signal token and place it early when natural. Use exact numerals when each item is fully visible; if >3 or indistinct use “several”; if uncertain, omit counts. Do not infer unseen attributes (age, emotion, relationships, intent) and do not use figurative, evaluative, or subjective language. Use “person” if gender or age is unclear; use “man,” “woman,” or “child” only when clearly visible. Output exactly one short sentence only — no labels, examples, lists, or extra text.","Woman in dark dress walks past ""NO PARKING"" garage door.",0,1,Qwen/Qwen3-VL-8B-Instruct,0.0,,64,"{""temperature"": 0.0, ""top_p"": null, ""max_new_tokens"": 64}",0.31110426783561707,0.24173250794410706,10,False
