image_id,image_path,new_prompt_id,new_prompt_text,new_caption,new_clip,old_best_prompt,old_best_clip,old_best_caption,diff_vs_old_best,win_vs_old_best
24836,results/sample_images/images/002_24836.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A group of students in blue uniforms sits on a stone ledge outside a school building, while a girl in a black top talks on her phone, her legs dangling over the edge.",0.3216460943222046,dense_visual,0.3437568545341491,"A group of students in blue uniforms sits on a stone ledge outside a modern building, while a woman in a black top and shorts sits alone nearby, talking on her phone.",-0.022110760211944525,False
24836,results/sample_images/images/002_24836.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A group of students in blue uniforms sits on a stone ledge outside a school building, while a girl in a black top and shorts sits alone nearby, talking on her phone.",0.3295208215713501,dense_visual,0.3437568545341491,"A group of students in blue uniforms sits on a stone ledge outside a modern building, while a woman in a black top and shorts sits alone nearby, talking on her phone.",-0.014236032962799017,False
24836,results/sample_images/images/002_24836.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","A group of students in blue uniforms sit and stand on a stone ledge outside a school building, while a girl in a black top sits alone nearby talking on her phone.",0.32161933183670044,dense_visual,0.3437568545341491,"A group of students in blue uniforms sits on a stone ledge outside a modern building, while a woman in a black top and shorts sits alone nearby, talking on her phone.",-0.022137522697448675,False
24836,results/sample_images/images/002_24836.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A group of young people, mostly in blue uniforms, are sitting on a stone ledge outside a building, appearing to be students taking a break. One girl in a black top sits alone on the right, talking on her phone. The scene is set on a paved sidewalk in front of a modern building with brick accents and",0.3022794723510742,dense_visual,0.3437568545341491,"A group of students in blue uniforms sits on a stone ledge outside a modern building, while a woman in a black top and shorts sits alone nearby, talking on her phone.",-0.041477382183074896,False
24836,results/sample_images/images/002_24836.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","Students in blue scrubs gather on a stone ledge outside a campus building, chatting and relaxing between classes — one girl in a black top sits alone, phone to ear, while others lean in, laughing and sharing stories under the bright daylight.",0.32976287603378296,dense_visual,0.3437568545341491,"A group of students in blue uniforms sits on a stone ledge outside a modern building, while a woman in a black top and shorts sits alone nearby, talking on her phone.",-0.013993978500366155,False
29171,results/sample_images/images/003_29171.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A golfer in a navy shirt and khaki pants is captured mid-swing on a lush green golf course, with spectators and tall trees visible in the background.",0.30906158685684204,grounded_detail,0.3166265785694122,"A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course, with a white cap and golf club raised above his head. The background features tall trees, a well-manicured fairway, and spectators seated along the edge of the course.",-0.007564991712570135,False
29171,results/sample_images/images/003_29171.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course, surrounded by tall trees and spectators watching from the sidelines.",0.3071904182434082,grounded_detail,0.3166265785694122,"A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course, with a white cap and golf club raised above his head. The background features tall trees, a well-manicured fairway, and spectators seated along the edge of the course.",-0.009436160326003973,False
29171,results/sample_images/images/003_29171.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","A golfer in a navy shirt and khaki pants is captured mid-swing, powerfully striking a golf ball on a lush green fairway with spectators watching from the sidelines.",0.29447731375694275,grounded_detail,0.3166265785694122,"A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course, with a white cap and golf club raised above his head. The background features tall trees, a well-manicured fairway, and spectators seated along the edge of the course.",-0.022149264812469427,False
29171,results/sample_images/images/003_29171.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A male golfer, wearing a navy blue shirt, beige pants, and a white cap, is captured mid-swing on a lush green golf course. He is in the follow-through phase of his swing, with his club raised high. The scene is set on a well-manicured fairway, with tall trees",0.3082989752292633,grounded_detail,0.3166265785694122,"A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course, with a white cap and golf club raised above his head. The background features tall trees, a well-manicured fairway, and spectators seated along the edge of the course.",-0.00832760334014887,False
29171,results/sample_images/images/003_29171.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","🏌️‍♂️ Power swing at Pebble Beach! A golfer in navy and khakis follows through on a majestic drive, surrounded by the iconic coastal greens and towering pines. Spectators line the fairway, soaking in the drama of the game under a crisp, clear sky. #Golf",0.3065659999847412,grounded_detail,0.3166265785694122,"A golfer in a navy blue shirt and beige pants is captured mid-swing on a lush green golf course, with a white cap and golf club raised above his head. The background features tall trees, a well-manicured fairway, and spectators seated along the edge of the course.",-0.010060578584670965,False
13781,results/sample_images/images/004_13781.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A group of friends gathers around a lively dinner table, laughing and sharing food and drinks in a casual, warm setting.",0.3308742344379425,main_subject_first,0.3369243741035461,"A group of friends is gathered around a dining table, laughing and enjoying a lively meal together, with plates of food, drinks, and a large salad bowl on the table.",-0.006050139665603582,False
13781,results/sample_images/images/004_13781.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A group of friends is gathered around a lively dining table, laughing and enjoying a casual meal together, with plates of food, drinks, and a large green salad bowl visible as they socialize in a cozy indoor setting.",0.3255492150783539,main_subject_first,0.3369243741035461,"A group of friends is gathered around a dining table, laughing and enjoying a lively meal together, with plates of food, drinks, and a large salad bowl on the table.",-0.011375159025192205,False
13781,results/sample_images/images/004_13781.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","A group of friends gathers around a dining table, laughing and enjoying a lively meal together, with plates of food, drinks, and a salad bowl visible as they socialize.",0.3358202278614044,main_subject_first,0.3369243741035461,"A group of friends is gathered around a dining table, laughing and enjoying a lively meal together, with plates of food, drinks, and a large salad bowl on the table.",-0.0011041462421416681,False
13781,results/sample_images/images/004_13781.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A group of friends is gathered around a dining table, enjoying a lively and casual meal together. They are laughing and interacting, with one woman pouring a drink and others eating or gesturing animatedly. The table is laden with food, including a large green salad bowl, plates with leftover food, drinks in glasses and cans",0.3370528519153595,main_subject_first,0.3369243741035461,"A group of friends is gathered around a dining table, laughing and enjoying a lively meal together, with plates of food, drinks, and a large salad bowl on the table.",0.00012847781181341,True
13781,results/sample_images/images/004_13781.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","Group of friends laughing and enjoying a lively dinner together — plates piled with food, drinks flowing, and everyone engaged in animated conversation around a colorful, messy table.",0.328770250082016,main_subject_first,0.3369243741035461,"A group of friends is gathered around a dining table, laughing and enjoying a lively meal together, with plates of food, drinks, and a large salad bowl on the table.",-0.008154124021530096,False
1326,results/sample_images/images/005_1326.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A man in a sports jersey holds a megaphone and a black umbrella aloft, standing beneath a cluster of directional signs pointing to various cities and landmarks, with a brick building and ivy-covered walls in the background.",0.3443639576435089,clip_friendly,0.3539426326751709,"A man in a sports jersey holds a megaphone and a black umbrella, standing beneath a cluster of directional signs pointing to various cities and landmarks, with a brick building in the background.",-0.009578675031661987,False
1326,results/sample_images/images/005_1326.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A man in a sports jersey stands beneath a cluster of directional signs pointing to various cities and landmarks, holding a megaphone in one hand and a black umbrella in the other, with a brick building and ivy-covered walls in the background.",0.3343190550804138,clip_friendly,0.3539426326751709,"A man in a sports jersey holds a megaphone and a black umbrella, standing beneath a cluster of directional signs pointing to various cities and landmarks, with a brick building in the background.",-0.01962357759475708,False
1326,results/sample_images/images/005_1326.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.",A man in a sports jersey holds a megaphone and a black umbrella aloft while standing beneath a cluster of directional signs pointing to various cities and landmarks.,0.3423062264919281,clip_friendly,0.3539426326751709,"A man in a sports jersey holds a megaphone and a black umbrella, standing beneath a cluster of directional signs pointing to various cities and landmarks, with a brick building in the background.",-0.011636406183242798,False
1326,results/sample_images/images/005_1326.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A man in a black, yellow, and red sports jersey stands under a cluster of directional road signs, holding a red megaphone in one hand and a black umbrella in the other, looking upward. Behind him is a brick building with ivy, and the overcast sky suggests a cloudy day. The scene appears",0.3059374690055847,clip_friendly,0.3539426326751709,"A man in a sports jersey holds a megaphone and a black umbrella, standing beneath a cluster of directional signs pointing to various cities and landmarks, with a brick building in the background.",-0.04800516366958618,False
1326,results/sample_images/images/005_1326.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","A passionate fan in a vibrant yellow and black jersey stands proudly beneath a cluster of directional signs pointing to distant cities and landmarks — from Johannesburg to the AFL Premiership Cup — while gripping a megaphone and a black umbrella. His raised arm and focused gaze suggest he’s cheering on his team with fervor, set against the",0.32820332050323486,clip_friendly,0.3539426326751709,"A man in a sports jersey holds a megaphone and a black umbrella, standing beneath a cluster of directional signs pointing to various cities and landmarks, with a brick building in the background.",-0.025739312171936035,False
8484,results/sample_images/images/006_8484.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A man in a dark suit walks through a busy supermarket aisle, carrying a blue shopping basket, while shoppers browse nearby shelves stocked with goods under bright fluorescent lights.",0.2861594259738922,clip_friendly,0.3057928383350372,"Shoppers browse and walk through a well-lit supermarket aisle, with one man in a suit carrying a blue basket, surrounded by stocked shelves and refrigerated displays.",-0.019633412361144964,False
8484,results/sample_images/images/006_8484.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A man in a dark suit walks through a brightly lit supermarket aisle, carrying a blue shopping basket, surrounded by shoppers browsing shelves stocked with goods and illuminated by overhead fluorescent lights.",0.27822810411453247,clip_friendly,0.3057928383350372,"Shoppers browse and walk through a well-lit supermarket aisle, with one man in a suit carrying a blue basket, surrounded by stocked shelves and refrigerated displays.",-0.027564734220504705,False
8484,results/sample_images/images/006_8484.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","Shoppers browse and walk through a well-lit supermarket aisle, with a man in a dark suit carrying a blue basket leading the way.",0.3068459630012512,clip_friendly,0.3057928383350372,"Shoppers browse and walk through a well-lit supermarket aisle, with one man in a suit carrying a blue basket, surrounded by stocked shelves and refrigerated displays.",0.0010531246662140448,True
8484,results/sample_images/images/006_8484.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A busy supermarket aisle filled with shoppers, including a man in a dark suit walking forward while carrying two blue shopping baskets. Other customers browse nearby shelves stocked with goods, and refrigerated displays line the left side. Bright fluorescent lighting illuminates the scene, with signs for “News & Mags” and “Sandwiches",0.29541015625,clip_friendly,0.3057928383350372,"Shoppers browse and walk through a well-lit supermarket aisle, with one man in a suit carrying a blue basket, surrounded by stocked shelves and refrigerated displays.",-0.010382682085037176,False
8484,results/sample_images/images/006_8484.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","Grocery rush! Shoppers navigate the aisles of a well-lit supermarket, baskets in hand, as they browse the shelves stocked with fresh produce and packaged goods. A man in a dark suit strides confidently through the crowd, while others pause to check out deals or grab essentials. The “News & Mags”",0.2831307649612427,clip_friendly,0.3057928383350372,"Shoppers browse and walk through a well-lit supermarket aisle, with one man in a suit carrying a blue basket, surrounded by stocked shelves and refrigerated displays.",-0.0226620733737945,False
16753,results/sample_images/images/007_16753.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A smiling Black woman stands in an office, wearing a yellow surgical gown covered in handwritten signatures and drawings, with her arms spread wide. Behind her, a framed picture hangs on the wall, and office furniture, including filing cabinets and a desk, fills the background.",0.31623509526252747,main_subject_first,0.3532899022102356,"A smiling Black woman stands in an office, proudly wearing a yellow surgical gown covered in handwritten signatures and drawings, with her arms spread wide to display the personalized garment.",-0.03705480694770813,False
16753,results/sample_images/images/007_16753.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A smiling Black woman stands in an office or medical facility, arms outstretched to display a yellow, hand-drawn surgical gown covered in signatures and doodles, surrounded by filing cabinets, a desk, and a framed picture on the wall.",0.3145519495010376,main_subject_first,0.3532899022102356,"A smiling Black woman stands in an office, proudly wearing a yellow surgical gown covered in handwritten signatures and drawings, with her arms spread wide to display the personalized garment.",-0.038737952709198,False
16753,results/sample_images/images/007_16753.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","A smiling woman in a yellow, hand-drawn surgical gown stands with arms outstretched in a medical office, showcasing the numerous signatures and messages written on her garment.",0.3159535527229309,main_subject_first,0.3532899022102356,"A smiling Black woman stands in an office, proudly wearing a yellow surgical gown covered in handwritten signatures and drawings, with her arms spread wide to display the personalized garment.",-0.03733634948730469,False
16753,results/sample_images/images/007_16753.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A smiling Black woman stands in an office or medical facility, wearing a light yellow, oversized surgical-style gown covered in handwritten signatures and drawings. She has her arms spread wide, showcasing the decorated garment. The background includes office furniture like filing cabinets, a desk, a framed picture on the wall, and a window with pattern",0.35239487886428833,main_subject_first,0.3532899022102356,"A smiling Black woman stands in an office, proudly wearing a yellow surgical gown covered in handwritten signatures and drawings, with her arms spread wide to display the personalized garment.",-0.0008950233459472656,False
16753,results/sample_images/images/007_16753.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","Smiling nurse in a yellow surgical gown covered in handwritten messages and signatures, arms wide open in a cheerful office setting — a heartfelt thank-you display from patients or colleagues! 🙏❤️ #NurseLife #ThankYou #HospitalHumor #SurgicalGownArt #HealthcareHeroes",0.2353479564189911,main_subject_first,0.3532899022102356,"A smiling Black woman stands in an office, proudly wearing a yellow surgical gown covered in handwritten signatures and drawings, with her arms spread wide to display the personalized garment.",-0.1179419457912445,False
15922,results/sample_images/images/008_15922.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A smiling man drives a red dune buggy with ""Moto Rent Colombia"" branding, parked under a red metal awning with a motorcycle and stacked crates visible in the background.",0.29451754689216614,grounded_detail,0.3086211681365967,"A man with short dark hair and a beard is smiling while seated in a red and black dune buggy. He is wearing a green t-shirt and gray shorts, and his hands are on the steering wheel. The buggy has a roll cage, black tires, and a white sign on the side that reads ""MOTO",-0.014103621244430542,False
15922,results/sample_images/images/008_15922.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A smiling man is seated and gripping the steering wheel of a red, open-frame dune buggy labeled ""Moto Rent Colombia,"" parked on a paved area near a covered structure with other vehicles and equipment visible in the background.",0.29989147186279297,grounded_detail,0.3086211681365967,"A man with short dark hair and a beard is smiling while seated in a red and black dune buggy. He is wearing a green t-shirt and gray shorts, and his hands are on the steering wheel. The buggy has a roll cage, black tires, and a white sign on the side that reads ""MOTO",-0.008729696273803711,False
15922,results/sample_images/images/008_15922.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","A smiling man with a beard sits in the driver's seat of a red dune buggy, gripping the steering wheel as he prepares to drive on a paved road near a rental shop.",0.31180450320243835,grounded_detail,0.3086211681365967,"A man with short dark hair and a beard is smiling while seated in a red and black dune buggy. He is wearing a green t-shirt and gray shorts, and his hands are on the steering wheel. The buggy has a roll cage, black tires, and a white sign on the side that reads ""MOTO",0.003183335065841675,True
15922,results/sample_images/images/008_15922.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A smiling man with short dark hair is driving a red, open-frame dune buggy or go-kart, gripping the steering wheel. He wears a green t-shirt and shorts. The vehicle, branded with a ""MOTO RENT COLOMBIA"" sign, has black tires and a black roll cage. In",0.28352174162864685,grounded_detail,0.3086211681365967,"A man with short dark hair and a beard is smiling while seated in a red and black dune buggy. He is wearing a green t-shirt and gray shorts, and his hands are on the steering wheel. The buggy has a roll cage, black tires, and a white sign on the side that reads ""MOTO",-0.02509942650794983,False
15922,results/sample_images/images/008_15922.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","Adventure awaits! 😄 A smiling man grips the wheel of a red dune buggy, ready for a thrilling ride through the streets of Colombia. The ""Moto Rent Colombia"" sign on the buggy hints at a fun-filled day of exploration. Behind him, a red truck and a motorcycle sit parked under a metal aw",0.27845072746276855,grounded_detail,0.3086211681365967,"A man with short dark hair and a beard is smiling while seated in a red and black dune buggy. He is wearing a green t-shirt and gray shorts, and his hands are on the steering wheel. The buggy has a roll cage, black tires, and a white sign on the side that reads ""MOTO",-0.030170440673828125,False
13268,results/sample_images/images/009_13268.jpg,clip_friendly_bg,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, setting, and important background details.","A young boy in a Revolutionary War-style costume holds a toy rifle while another child lifts a hat above his head, both posing for a photo at an outdoor historical reenactment event with adults and military gear in the background.",0.41214078664779663,clip_friendly,0.4048374891281128,"A young boy in a Revolutionary War-style costume holds a toy rifle while another child lifts a hat above his head, both posing for a photo at an outdoor historical reenactment event.",0.007303297519683838,True
13268,results/sample_images/images/009_13268.jpg,natural_subject_scene,"Describe the image in one natural sentence, mentioning the main subject, action, setting, and key visible objects.","A young boy dressed in a historical military costume, complete with a tricorn hat and red coat, enthusiastically holds a replica rifle while standing beside a table covered in military gear in an outdoor field setting.",0.3686448633670807,clip_friendly,0.4048374891281128,"A young boy in a Revolutionary War-style costume holds a toy rifle while another child lifts a hat above his head, both posing for a photo at an outdoor historical reenactment event.",-0.036192625761032104,False
13268,results/sample_images/images/009_13268.jpg,scene_anchored,"Write a one-sentence caption that clearly identifies the scene, the main visible subjects, and their actions.","A young boy in a Revolutionary War-style costume holds a replica rifle while another child adjusts his hat, surrounded by adults in military gear at an outdoor historical reenactment.",0.40105313062667847,clip_friendly,0.4048374891281128,"A young boy in a Revolutionary War-style costume holds a toy rifle while another child lifts a hat above his head, both posing for a photo at an outdoor historical reenactment event.",-0.003784358501434326,False
13268,results/sample_images/images/009_13268.jpg,contextual_objects,"Describe the image concisely, including the main subject, action, and visible objects that define the scene.","A young boy in a historical costume, complete with a tricorn hat and red coat, holds a replica rifle while being helped to adjust his hat by another child. They stand near a table covered with military gear and camouflage, with adults in military-style clothing nearby, suggesting a historical reenactment or educational event outdoors",0.4010883867740631,clip_friendly,0.4048374891281128,"A young boy in a Revolutionary War-style costume holds a toy rifle while another child lifts a hat above his head, both posing for a photo at an outdoor historical reenactment event.",-0.0037491023540496826,False
13268,results/sample_images/images/009_13268.jpg,flickr_style_grounded,"Write a Flickr-style caption for this image, focusing on visible people, objects, actions, and setting.","📸 **Little Soldier, Big Hat, and a Whole Lot of Fun!** 🎩

A tiny history buff in a red coat and tricorn hat stands proudly holding a replica rifle, surrounded by fellow reenactors and curious onlookers. The scene unfolds at an outdoor historical event, with camouflage tables,",0.3051067292690277,clip_friendly,0.4048374891281128,"A young boy in a Revolutionary War-style costume holds a toy rifle while another child lifts a hat above his head, both posing for a photo at an outdoor historical reenactment event.",-0.09973075985908508,False
