order,dataset_index,image_id,image_path,reference_captions,prompt_id,prompt_name,prompt_text,caption,clip_score,siglip_score,caption_len,generic_flag,temperature,top_p,max_new_tokens,caption_model,seed,split
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",ctx_uncertain_but_semantic,Context: uncertain but semantic,"Captioning context: Describe concrete visible evidence and use reasonable scene-level grouping, but avoid confidently naming ambiguous object states or hidden intentions. Write one specific caption.",A person in a red shirt and blue jeans places raw burger patties onto the grill grate of a black charcoal grill in a grassy outdoor area.,0.34883183240890503,0.20431944727897644,27,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
0,27670,27670,results/sample_images/images/000_27670.jpg,"[""A person places uncooked hamburger patties on a charcoal grill."", ""A person wearing a red shirt is cooking on a grill."", ""A person setting beef patties on a grill."", ""A man adjusts beef patties on a grill."", ""Someone putting food on a grill.""]",ctx_clip_siglip_caption,Context: CLIP/SigLIP caption,"Captioning context: Write a caption that would align well with image-text similarity models. Prioritize visible nouns, actions, colors, object relations, and scene-defining details over mood or vague descriptions. Use one fluent sentence.",A person in a red shirt and blue jeans places raw burger patties onto the grill grates of a black charcoal grill on a grassy lawn.,0.35070565342903137,0.20234456658363342,26,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",baseline,Baseline,Describe the image in one concise sentence.,"A bull rider clings on as a powerful black bull bucks wildly in a dusty rodeo arena, surrounded by spectators and yellow chutes.",0.3427976071834564,0.1681913584470749,23,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",object_action,Object-action,"Describe the image by naming the main visible subject, action, and setting in one sentence.","A bull rider clings to a charging black bull as it bursts through a yellow chute in a dusty rodeo arena, surrounded by spectators and handlers.",0.33539295196533203,0.16695788502693176,26,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",grounded_detail,Grounded detail,"Generate a visually grounded caption. Mention only objects, actions, and scene details clearly visible in the image.","A black bull with large, curved horns is charging forward in a dusty rodeo arena, kicking up dirt as it moves. A rider wearing a cowboy hat and plaid shirt is mounted on its back, holding on tightly. The bull is surrounded by yellow metal chutes and barriers. Several spectators, also wearing cowboy hats",0.3522118330001831,0.17345917224884033,54,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",anti_generic,Anti-generic,Describe the image with concrete visible objects and actions. Avoid generic descriptions.,"A black bull with large, curved horns is mid-stride, kicking up a cloud of brown dust as it charges forward. Its front hooves are lifted off the ground, and its head is lowered with its mouth slightly open. A rider wearing a dark cowboy hat, a plaid shirt, and jeans is mounted on",0.3175489604473114,0.1651618629693985,53,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",main_subject_first,Main subject first,"Describe the image in one sentence. Start with the main subject, then describe the action and surrounding scene.","A bull rider clings desperately to a bucking black bull as it leaps powerfully upward in a dusty rodeo arena, surrounded by yellow chutes and spectators in cowboy hats.",0.36062347888946533,0.17588798701763153,29,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",clip_friendly,CLIP-friendly,"Write a concise caption that closely matches the visible content of the image, including the main subject, action, and scene.","A bull rider clings on as a powerful black bull bucks wildly in a dusty rodeo arena, kicking up dirt as spectators watch from behind yellow fences.",0.3273732364177704,0.16757453978061676,27,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",no_inference,No inference,"Describe only what can be directly seen in the image. Do not infer unseen events, intentions, or identities.","A black bull with large, curved horns is in motion, kicking up dust on a dirt surface. A rider wearing a cowboy hat and a plaid shirt is mounted on the bull, holding onto a rope or rein. The bull and rider are inside a yellow metal chute or gate structure. Several people are visible in the",0.3313814699649811,0.17231671512126923,57,True,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",dense_visual,Dense visual caption,"Describe the image in one specific sentence including the main subject, action, setting, and important visible objects.","A bull rider, gripping a rope as he’s thrown from his bucking bull, is captured mid-air in a dusty rodeo arena surrounded by yellow chutes and spectators in cowboy hats.",0.3293478190898895,0.14827771484851837,30,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",short_phrase,Short phrase,Describe the image in a short phrase focusing on the main visible subject and action.,"A bull bucks wildly during a rodeo event, kicking up dust as a rider clings on.",0.3341927230358124,0.14487695693969727,16,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",two_sentence_detail,Two-sentence detail,"Describe the image in two short sentences. Mention the main subject, action, setting, and key visible objects.","A bull rider clings tightly to a charging black bull as it bursts out of a yellow chute, kicking up dust in a rodeo arena. Spectators and other riders in cowboy hats watch from behind the fence, capturing the intense, high-energy moment.",0.3343677222728729,0.17397980391979218,42,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",salient_anchor,Salient anchor,"Describe the image by first identifying the most visually distinctive subject, object, or scene anchor, then add the key visible action and setting in one sentence.","The most visually distinctive subject is the powerful, dark bull with long, curved horns charging forward. A cowboy is riding the bull in a dusty rodeo arena, surrounded by yellow chutes and spectators, as the animal leaps with intense energy.",0.33812326192855835,0.1723833680152893,40,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",discriminative_detail,Discriminative detail,"Write a caption that distinguishes this image from a generic image of the same scene by mentioning the most specific visible objects, colors, actions, or spatial details.","A rider in a black cowboy hat and plaid shirt clings to a powerful black bull with long, curved horns as it bursts from a yellow metal chute, kicking up a cloud of brown dust in a sunlit rodeo arena, while spectators in white hats and denim watch from behind the fence.",0.3233308792114258,0.14537954330444336,52,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",anchor_then_context,Anchor then context,"Describe the main visual anchor first, then briefly describe the supporting objects, people, and background context that make the scene recognizable.","The main visual anchor is the powerful, dark bull in mid-stride, its muscular body and large, curved horns dominating the foreground. It is captured in a dynamic, forward motion, kicking up a cloud of dust from the dirt arena floor, conveying intense energy and movement.

Supporting elements that make the scene recognizable include",0.3021552562713623,0.10926011204719543,53,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",scene_state,Scene state,"Describe the current state of the scene using concrete visible evidence, such as object placement, ongoing actions, clutter, traces of activity, or environmental details.","Based on the concrete visible evidence in the image, here is a description of the current state of the scene:

- **Primary Action:** A large, dark-colored bull is in the middle of a powerful, forward motion, likely charging or bucking. Its front hooves are lifted off the ground, and its body is",0.26806870102882385,0.1131846085190773,52,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",role_structure,Role structure,"For images with multiple people or objects, describe the central subject first, then explain the visible roles or interactions of the surrounding subjects in one concise caption.","A bull rider clings to a bucking black bull as it leaps powerfully from the chute, kicking up dust, while rodeo clowns and spectators in cowboy hats watch intently from the yellow chutes and stands.",0.33323854207992554,0.18016299605369568,35,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",specific_not_verbose,Specific not verbose,"Write one specific caption that includes the most important visible details, but avoid listing minor details that do not help identify the image.","A cowboy in a black hat and plaid shirt rides a powerful black bull with large horns as it bursts from a yellow chute, kicking up dust in a rodeo arena.",0.3395756483078003,0.16223688423633575,31,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
1,12623,12623,results/sample_images/images/001_12623.jpg,"[""The bull is running with a yellow fence behind him."", ""A man in a cowboy hat rides a bull at a rodeo."", ""A bull runs in an arena while people watch."", ""A bull charges out of the gates at a rodeo."", ""Rodeo rider on charging bull.""]",grounded_semantic,Grounded semantic,Describe the image with concrete visible details while also using reasonable scene-level terms when they are clearly supported by the image.,"This is a dynamic, action-packed photograph taken at a rodeo, capturing the intense moment of a bull ride.

**Scene-Level Description:**
The image depicts a bull rider in the midst of a rodeo event, specifically a bull riding competition. The rider is mounted on a large, dark-colored bull that is in",0.3333114683628082,0.16581687331199646,50,False,0.0,,64,Qwen/Qwen3-VL-8B-Instruct,0,test
